Unnamed: 0,Pos,Sense1,Sense2,Merge,Sense1_keys,Sense2_keys,wn_oed_feature
5617,v,do#v#4,do#v#8,not-merged,do%2:42:00::;fare%2:42:00::;make_out%2:42:00::;come%2:42:02::;get_along%2:42:00::;,get_along%2:42:00::;get_along%2:42:00::;,0.0
5618,v,do#v#4,do#v#9,not-merged,do%2:42:00::;fare%2:42:00::;make_out%2:42:00::;come%2:42:02::;get_along%2:42:00::;,get_along%2:42:00::;get_along%2:42:00::;get_along%2:42:00::;,0.0
5619,v,do#v#4,do#v#12,not-merged,do%2:42:00::;fare%2:42:00::;make_out%2:42:00::;come%2:42:02::;get_along%2:42:00::;,get_along%2:42:00::;get_along%2:42:00::;get_along%2:42:00::;get_along%2:42:00::;get_along%2:42:00::;get_along%2:42:00::;get_along%2:42:00::;,0.0
5620,v,do#v#7,do#v#10,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;,1.0
5621,v,do#v#7,do#v#11,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;,1.0
5622,v,do#v#7,do#v#13,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;,1.0
5623,v,do#v#7,do#v#1,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;,1.0
5624,v,do#v#7,do#v#2,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;,1.0
5625,v,do#v#7,do#v#3,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;,1.0
5626,v,do#v#7,do#v#5,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;,1.0
5627,v,do#v#7,do#v#6,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;,1.0
5628,v,do#v#7,do#v#8,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;,1.0
5629,v,do#v#7,do#v#9,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;,1.0
5630,v,do#v#7,do#v#12,not-merged,suffice%2:42:00::;do%2:42:01::;answer%2:42:02::;serve%2:42:12::;,serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;serve%2:42:12::;,1.0
5631,v,do#v#10,do#v#11,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;,1.0
5632,v,do#v#10,do#v#13,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;,1.0
5633,v,do#v#10,do#v#1,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;,1.0
5634,v,do#v#10,do#v#2,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;do%2:42:02::;,1.0
5635,v,do#v#10,do#v#3,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;,1.0
5636,v,do#v#10,do#v#5,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;do%2:42:02::;,1.0
5637,v,do#v#10,do#v#6,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;do%2:42:02::;do%2:42:02::;,1.0
5638,v,do#v#10,do#v#8,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;,1.0
5639,v,do#v#10,do#v#9,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;do%2:42:02::;,1.0
5640,v,do#v#10,do#v#12,not-merged,serve%2:42:00::;do%2:42:02::;,do%2:42:02::;do%2:42:02::;do%2:42:02::;do%2:42:02::;do%2:42:02::;do%2:42:02::;do%2:42:02::;,1.0
5641,v,do#v#11,do#v#13,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;,1.0
5642,v,do#v#11,do#v#1,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;,1.0
5643,v,do#v#11,do#v#2,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;,1.0
5644,v,do#v#11,do#v#3,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;,1.0
5645,v,do#v#11,do#v#5,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;,1.0
5646,v,do#v#11,do#v#6,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;,1.0
5647,v,do#v#11,do#v#8,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;,1.0
5648,v,do#v#11,do#v#9,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;,1.0
5649,v,do#v#11,do#v#12,not-merged,do%2:41:03::;manage%2:41:02::;,manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;manage%2:41:02::;,1.0
5650,v,do#v#13,do#v#1,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;,1.0
5651,v,do#v#13,do#v#2,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;do%2:38:00::;,1.0
5652,v,do#v#13,do#v#3,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;,1.0
5653,v,do#v#13,do#v#5,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;do%2:38:00::;,1.0
5654,v,do#v#13,do#v#6,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;do%2:38:00::;do%2:38:00::;,1.0
5655,v,do#v#13,do#v#8,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;,1.0
5656,v,do#v#13,do#v#9,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;do%2:38:00::;,1.0
5657,v,do#v#13,do#v#12,not-merged,do%2:38:00::;,do%2:38:00::;do%2:38:00::;do%2:38:00::;do%2:38:00::;do%2:38:00::;do%2:38:00::;do%2:38:00::;,1.0
5658,v,do#v#1,do#v#2,merged,make%2:41:00::;do%2:41:01::;,do%2:41:01::;do%2:41:01::;do%2:41:01::;,1.0
5659,v,do#v#1,do#v#3,merged,make%2:41:00::;do%2:41:01::;,do%2:41:01::;do%2:41:01::;,1.0
5660,v,do#v#1,do#v#5,merged,make%2:41:00::;do%2:41:01::;,do%2:41:01::;do%2:41:01::;do%2:41:01::;,1.0
5661,v,do#v#1,do#v#6,merged,make%2:41:00::;do%2:41:01::;,do%2:41:01::;do%2:41:01::;do%2:41:01::;do%2:41:01::;,1.0
5662,v,do#v#1,do#v#8,merged,make%2:41:00::;do%2:41:01::;,do%2:41:01::;do%2:41:01::;,1.0
5663,v,do#v#1,do#v#9,merged,make%2:41:00::;do%2:41:01::;,do%2:41:01::;do%2:41:01::;do%2:41:01::;,1.0
5664,v,do#v#1,do#v#12,merged,make%2:41:00::;do%2:41:01::;,do%2:41:01::;do%2:41:01::;do%2:41:01::;do%2:41:01::;do%2:41:01::;do%2:41:01::;do%2:41:01::;,1.0
5665,v,do#v#2,do#v#3,merged,perform%2:36:00::;execute%2:36:01::;do%2:36:01::;,do%2:36:01::;do%2:36:01::;,1.0
5666,v,do#v#2,do#v#5,merged,perform%2:36:00::;execute%2:36:01::;do%2:36:01::;,do%2:36:01::;do%2:36:01::;do%2:36:01::;,1.0
5667,v,do#v#2,do#v#6,merged,perform%2:36:00::;execute%2:36:01::;do%2:36:01::;,do%2:36:01::;do%2:36:01::;do%2:36:01::;do%2:36:01::;,1.0
5668,v,do#v#2,do#v#8,merged,perform%2:36:00::;execute%2:36:01::;do%2:36:01::;,do%2:36:01::;do%2:36:01::;,1.0
5669,v,do#v#2,do#v#9,merged,perform%2:36:00::;execute%2:36:01::;do%2:36:01::;,do%2:36:01::;do%2:36:01::;do%2:36:01::;,1.0
5670,v,do#v#2,do#v#12,merged,perform%2:36:00::;execute%2:36:01::;do%2:36:01::;,do%2:36:01::;do%2:36:01::;do%2:36:01::;do%2:36:01::;do%2:36:01::;do%2:36:01::;do%2:36:01::;,1.0
5671,v,do#v#3,do#v#5,merged,do%2:41:04::;perform%2:41:00::;,perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;,1.0
5672,v,do#v#3,do#v#6,merged,do%2:41:04::;perform%2:41:00::;,perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;,1.0
5673,v,do#v#3,do#v#8,merged,do%2:41:04::;perform%2:41:00::;,perform%2:41:00::;perform%2:41:00::;,1.0
5674,v,do#v#3,do#v#9,merged,do%2:41:04::;perform%2:41:00::;,perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;,1.0
5675,v,do#v#3,do#v#12,merged,do%2:41:04::;perform%2:41:00::;,perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;perform%2:41:00::;,1.0
5676,v,do#v#5,do#v#6,merged,cause%2:36:00::;do%2:36:02::;make%2:36:08::;,make%2:36:08::;make%2:36:08::;make%2:36:08::;make%2:36:08::;,1.0
5677,v,do#v#5,do#v#8,merged,cause%2:36:00::;do%2:36:02::;make%2:36:08::;,make%2:36:08::;make%2:36:08::;,1.0
5678,v,do#v#5,do#v#9,merged,cause%2:36:00::;do%2:36:02::;make%2:36:08::;,make%2:36:08::;make%2:36:08::;make%2:36:08::;,1.0
5679,v,do#v#5,do#v#12,merged,cause%2:36:00::;do%2:36:02::;make%2:36:08::;,make%2:36:08::;make%2:36:08::;make%2:36:08::;make%2:36:08::;make%2:36:08::;make%2:36:08::;make%2:36:08::;,1.0
5680,v,do#v#6,do#v#8,merged,practice%2:41:00::;practise%2:41:00::;exercise%2:41:00::;do%2:41:02::;,do%2:41:02::;do%2:41:02::;,1.0
5681,v,do#v#6,do#v#9,merged,practice%2:41:00::;practise%2:41:00::;exercise%2:41:00::;do%2:41:02::;,do%2:41:02::;do%2:41:02::;do%2:41:02::;,1.0
5682,v,do#v#6,do#v#12,merged,practice%2:41:00::;practise%2:41:00::;exercise%2:41:00::;do%2:41:02::;,do%2:41:02::;do%2:41:02::;do%2:41:02::;do%2:41:02::;do%2:41:02::;do%2:41:02::;do%2:41:02::;,1.0
5683,v,do#v#8,do#v#9,merged,do%2:36:00::;make%2:36:05::;,make%2:36:05::;make%2:36:05::;make%2:36:05::;,1.0
5684,v,do#v#8,do#v#12,merged,do%2:36:00::;make%2:36:05::;,make%2:36:05::;make%2:36:05::;make%2:36:05::;make%2:36:05::;make%2:36:05::;make%2:36:05::;make%2:36:05::;,1.0
5685,v,do#v#9,do#v#12,merged,act%2:29:00::;behave%2:29:00::;do%2:29:09::;,do%2:29:09::;do%2:29:09::;do%2:29:09::;do%2:29:09::;do%2:29:09::;do%2:29:09::;do%2:29:09::;,1.0
5686,v,assist#v#1,assist#v#2,merged,help%2:41:00::;assist%2:41:02::;aid%2:41:00::;,aid%2:41:00::;,1.0
5687,v,assist#v#1,assist#v#3,merged,help%2:41:00::;assist%2:41:02::;aid%2:41:00::;,aid%2:41:00::;aid%2:41:00::;aid%2:41:00::;aid%2:41:00::;aid%2:41:00::;,1.0
5688,v,assist#v#2,assist#v#3,merged,assist%2:41:00::;,assist%2:41:00::;assist%2:41:00::;assist%2:41:00::;assist%2:41:00::;assist%2:41:00::;,1.0
5689,v,adopt#v#4,adopt#v#5,not-merged,assume%2:30:00::;acquire%2:30:00::;adopt%2:30:01::;take_on%2:30:00::;take%2:30:01::;,take%2:30:01::;take%2:30:01::;,0.0
5690,v,adopt#v#4,adopt#v#6,not-merged,assume%2:30:00::;acquire%2:30:00::;adopt%2:30:01::;take_on%2:30:00::;take%2:30:01::;,take%2:30:01::;take%2:30:01::;take%2:30:01::;,0.0
5691,v,adopt#v#4,adopt#v#1,not-merged,assume%2:30:00::;acquire%2:30:00::;adopt%2:30:01::;take_on%2:30:00::;take%2:30:01::;,take%2:30:01::;take%2:30:01::;take%2:30:01::;,0.0
5692,v,adopt#v#4,adopt#v#2,not-merged,assume%2:30:00::;acquire%2:30:00::;adopt%2:30:01::;take_on%2:30:00::;take%2:30:01::;,take%2:30:01::;take%2:30:01::;take%2:30:01::;take%2:30:01::;,0.0
5693,v,adopt#v#4,adopt#v#3,not-merged,assume%2:30:00::;acquire%2:30:00::;adopt%2:30:01::;take_on%2:30:00::;take%2:30:01::;,take%2:30:01::;take%2:30:01::;take%2:30:01::;take%2:30:01::;,0.0
5694,v,adopt#v#4,adopt#v#7,not-merged,assume%2:30:00::;acquire%2:30:00::;adopt%2:30:01::;take_on%2:30:00::;take%2:30:01::;,take%2:30:01::;take%2:30:01::;take%2:30:01::;take%2:30:01::;,0.0
5695,v,adopt#v#5,adopt#v#6,not-merged,adopt%2:30:00::;take_in%2:30:03::;,take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;,0.0
5696,v,adopt#v#5,adopt#v#1,not-merged,adopt%2:30:00::;take_in%2:30:03::;,take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;,0.0
5697,v,adopt#v#5,adopt#v#2,not-merged,adopt%2:30:00::;take_in%2:30:03::;,take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;,0.0
5698,v,adopt#v#5,adopt#v#3,not-merged,adopt%2:30:00::;take_in%2:30:03::;,take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;,0.0
5699,v,adopt#v#5,adopt#v#7,not-merged,adopt%2:30:00::;take_in%2:30:03::;,take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;take_in%2:30:03::;,0.0
5700,v,adopt#v#6,adopt#v#1,not-merged,dramatize%2:36:00::;dramatise%2:36:00::;adopt%2:36:00::;,adopt%2:36:00::;adopt%2:36:00::;adopt%2:36:00::;,1.0
5701,v,adopt#v#6,adopt#v#2,not-merged,dramatize%2:36:00::;dramatise%2:36:00::;adopt%2:36:00::;,adopt%2:36:00::;adopt%2:36:00::;adopt%2:36:00::;adopt%2:36:00::;,1.0
5702,v,adopt#v#6,adopt#v#3,not-merged,dramatize%2:36:00::;dramatise%2:36:00::;adopt%2:36:00::;,adopt%2:36:00::;adopt%2:36:00::;adopt%2:36:00::;adopt%2:36:00::;,1.0
5703,v,adopt#v#6,adopt#v#7,not-merged,dramatize%2:36:00::;dramatise%2:36:00::;adopt%2:36:00::;,adopt%2:36:00::;adopt%2:36:00::;adopt%2:36:00::;adopt%2:36:00::;,1.0
5704,v,adopt#v#1,adopt#v#2,merged,adopt%2:40:02::;follow%2:40:00::;espouse%2:40:00::;,espouse%2:40:00::;espouse%2:40:00::;espouse%2:40:00::;espouse%2:40:00::;,1.0
5705,v,adopt#v#1,adopt#v#3,merged,adopt%2:40:02::;follow%2:40:00::;espouse%2:40:00::;,espouse%2:40:00::;espouse%2:40:00::;espouse%2:40:00::;espouse%2:40:00::;,1.0
5706,v,adopt#v#1,adopt#v#7,merged,adopt%2:40:02::;follow%2:40:00::;espouse%2:40:00::;,espouse%2:40:00::;espouse%2:40:00::;espouse%2:40:00::;espouse%2:40:00::;,1.0
5707,v,adopt#v#2,adopt#v#3,merged,adopt%2:40:00::;borrow%2:40:01::;take_over%2:40:05::;take_up%2:40:00::;,take_up%2:40:00::;take_up%2:40:00::;take_up%2:40:00::;take_up%2:40:00::;,0.0
5708,v,adopt#v#2,adopt#v#7,merged,adopt%2:40:00::;borrow%2:40:01::;take_over%2:40:05::;take_up%2:40:00::;,take_up%2:40:00::;take_up%2:40:00::;take_up%2:40:00::;take_up%2:40:00::;,0.0
5709,v,adopt#v#3,adopt#v#7,merged,assume%2:41:00::;adopt%2:41:01::;take_on%2:41:01::;take_over%2:41:01::;,take_over%2:41:01::;take_over%2:41:01::;take_over%2:41:01::;take_over%2:41:01::;,0.0
5710,n,hall#n#1,hall#n#2,not-merged,hallway%1:06:00::;hall%1:06:03::;,hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;,1.0
5711,n,hall#n#1,hall#n#13,not-merged,hallway%1:06:00::;hall%1:06:03::;,hall%1:06:03::;,1.0
5712,n,hall#n#1,hall#n#11,not-merged,hallway%1:06:00::;hall%1:06:03::;,hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;,1.0
5713,n,hall#n#1,hall#n#4,not-merged,hallway%1:06:00::;hall%1:06:03::;,hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;hall%1:06:03::;,1.0
5714,n,hall#n#1,hall#n#12,not-merged,hallway%1:06:00::;hall%1:06:03::;,hall%1:06:03::;,1.0
5715,n,hall#n#1,hall#n#3,not-merged,hallway%1:06:00::;hall%1:06:03::;,hall%1:06:03::;,1.0
5716,n,hall#n#1,hall#n#5,not-merged,hallway%1:06:00::;hall%1:06:03::;,hall%1:06:03::;hall%1:06:03::;,1.0
5717,n,hall#n#2,hall#n#13,not-merged,anteroom%1:06:00::;antechamber%1:06:00::;entrance_hall%1:06:00::;hall%1:06:05::;foyer%1:06:00::;lobby%1:06:00::;vestibule%1:06:00::;,vestibule%1:06:00::;,0.0
5718,n,hall#n#2,hall#n#11,not-merged,anteroom%1:06:00::;antechamber%1:06:00::;entrance_hall%1:06:00::;hall%1:06:05::;foyer%1:06:00::;lobby%1:06:00::;vestibule%1:06:00::;,vestibule%1:06:00::;vestibule%1:06:00::;vestibule%1:06:00::;vestibule%1:06:00::;vestibule%1:06:00::;,0.0
5719,n,hall#n#2,hall#n#4,not-merged,anteroom%1:06:00::;antechamber%1:06:00::;entrance_hall%1:06:00::;hall%1:06:05::;foyer%1:06:00::;lobby%1:06:00::;vestibule%1:06:00::;,vestibule%1:06:00::;vestibule%1:06:00::;vestibule%1:06:00::;vestibule%1:06:00::;vestibule%1:06:00::;,0.0
5720,n,hall#n#2,hall#n#12,not-merged,anteroom%1:06:00::;antechamber%1:06:00::;entrance_hall%1:06:00::;hall%1:06:05::;foyer%1:06:00::;lobby%1:06:00::;vestibule%1:06:00::;,vestibule%1:06:00::;,0.0
5721,n,hall#n#2,hall#n#3,not-merged,anteroom%1:06:00::;antechamber%1:06:00::;entrance_hall%1:06:00::;hall%1:06:05::;foyer%1:06:00::;lobby%1:06:00::;vestibule%1:06:00::;,vestibule%1:06:00::;,0.0
5722,n,hall#n#2,hall#n#5,not-merged,anteroom%1:06:00::;antechamber%1:06:00::;entrance_hall%1:06:00::;hall%1:06:05::;foyer%1:06:00::;lobby%1:06:00::;vestibule%1:06:00::;,vestibule%1:06:00::;vestibule%1:06:00::;,0.0
5723,n,hall#n#13,hall#n#11,not-merged,hall%1:06:01::;,hall%1:06:01::;hall%1:06:01::;hall%1:06:01::;hall%1:06:01::;hall%1:06:01::;,1.0
5724,n,hall#n#13,hall#n#4,not-merged,hall%1:06:01::;,hall%1:06:01::;hall%1:06:01::;hall%1:06:01::;hall%1:06:01::;hall%1:06:01::;,1.0
5725,n,hall#n#13,hall#n#12,not-merged,hall%1:06:01::;,hall%1:06:01::;,1.0
5726,n,hall#n#13,hall#n#3,not-merged,hall%1:06:01::;,hall%1:06:01::;,1.0
5727,n,hall#n#13,hall#n#5,not-merged,hall%1:06:01::;,hall%1:06:01::;hall%1:06:01::;,1.0
5728,n,hall#n#11,hall#n#4,not-merged,mansion%1:06:00::;mansion_house%1:06:00::;manse%1:06:01::;hall%1:06:07::;residence%1:06:01::;,residence%1:06:01::;residence%1:06:01::;residence%1:06:01::;residence%1:06:01::;residence%1:06:01::;,1.0
5729,n,hall#n#11,hall#n#12,not-merged,mansion%1:06:00::;mansion_house%1:06:00::;manse%1:06:01::;hall%1:06:07::;residence%1:06:01::;,residence%1:06:01::;,1.0
5730,n,hall#n#11,hall#n#3,not-merged,mansion%1:06:00::;mansion_house%1:06:00::;manse%1:06:01::;hall%1:06:07::;residence%1:06:01::;,residence%1:06:01::;,1.0
5731,n,hall#n#11,hall#n#5,not-merged,mansion%1:06:00::;mansion_house%1:06:00::;manse%1:06:01::;hall%1:06:07::;residence%1:06:01::;,residence%1:06:01::;residence%1:06:01::;,1.0
5732,n,hall#n#4,hall#n#12,merged,dormitory%1:06:00::;dorm%1:06:00::;residence_hall%1:06:00::;hall%1:06:04::;student_residence%1:06:00::;,student_residence%1:06:00::;,0.0
5733,n,hall#n#4,hall#n#3,not-merged,dormitory%1:06:00::;dorm%1:06:00::;residence_hall%1:06:00::;hall%1:06:04::;student_residence%1:06:00::;,student_residence%1:06:00::;,0.0
5734,n,hall#n#4,hall#n#5,not-merged,dormitory%1:06:00::;dorm%1:06:00::;residence_hall%1:06:00::;hall%1:06:04::;student_residence%1:06:00::;,student_residence%1:06:00::;student_residence%1:06:00::;,0.0
5735,n,hall#n#12,hall#n#3,not-merged,hall%1:06:08::;,hall%1:06:08::;,1.0
5736,n,hall#n#12,hall#n#5,not-merged,hall%1:06:08::;,hall%1:06:08::;hall%1:06:08::;,1.0
5737,n,hall#n#3,hall#n#5,merged,hall%1:06:02::;,hall%1:06:02::;hall%1:06:02::;,1.0
5738,n,defiance#n#1,defiance#n#2,not-merged,defiance%1:07:00::;rebelliousness%1:07:00::;,rebelliousness%1:07:00::;,0.0
5739,n,defiance#n#1,defiance#n#3,not-merged,defiance%1:07:00::;rebelliousness%1:07:00::;,rebelliousness%1:07:00::;,0.0
5740,n,defiance#n#2,defiance#n#3,merged,defiance%1:10:00::;,defiance%1:10:00::;,1.0
5741,v,finish#v#4,finish#v#1,not-merged,finish%2:35:00::;,finish%2:35:00::;finish%2:35:00::;,1.0
5742,v,finish#v#4,finish#v#5,not-merged,finish%2:35:00::;,finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;,1.0
5743,v,finish#v#4,finish#v#6,not-merged,finish%2:35:00::;,finish%2:35:00::;,1.0
5744,v,finish#v#4,finish#v#2,not-merged,finish%2:35:00::;,finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;,1.0
5745,v,finish#v#4,finish#v#3,not-merged,finish%2:35:00::;,finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;finish%2:35:00::;,1.0
5746,v,finish#v#1,finish#v#5,merged,complete%2:30:02::;finish%2:30:02::;,finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;,1.0
5747,v,finish#v#1,finish#v#6,merged,complete%2:30:02::;finish%2:30:02::;,finish%2:30:02::;,1.0
5748,v,finish#v#1,finish#v#2,not-merged,complete%2:30:02::;finish%2:30:02::;,finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;,1.0
5749,v,finish#v#1,finish#v#3,not-merged,complete%2:30:02::;finish%2:30:02::;,finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;finish%2:30:02::;,1.0
5750,v,finish#v#5,finish#v#6,merged,eat_up%2:34:00::;finish%2:34:00::;polish_off%2:34:00::;,polish_off%2:34:00::;,0.0
5751,v,finish#v#5,finish#v#2,not-merged,eat_up%2:34:00::;finish%2:34:00::;polish_off%2:34:00::;,polish_off%2:34:00::;polish_off%2:34:00::;polish_off%2:34:00::;polish_off%2:34:00::;polish_off%2:34:00::;polish_off%2:34:00::;,0.0
5752,v,finish#v#5,finish#v#3,not-merged,eat_up%2:34:00::;finish%2:34:00::;polish_off%2:34:00::;,polish_off%2:34:00::;polish_off%2:34:00::;polish_off%2:34:00::;polish_off%2:34:00::;polish_off%2:34:00::;,0.0
5753,v,finish#v#6,finish#v#2,not-merged,finish%2:30:03::;,finish%2:30:03::;finish%2:30:03::;finish%2:30:03::;finish%2:30:03::;finish%2:30:03::;finish%2:30:03::;,1.0
5754,v,finish#v#6,finish#v#3,not-merged,finish%2:30:03::;,finish%2:30:03::;finish%2:30:03::;finish%2:30:03::;finish%2:30:03::;finish%2:30:03::;,1.0
5755,v,finish#v#2,finish#v#3,merged,finish_up%2:30:02::;land_up%2:30:00::;fetch_up%2:30:00::;end_up%2:30:01::;wind_up%2:30:02::;finish%2:30:01::;,finish%2:30:01::;finish%2:30:01::;finish%2:30:01::;finish%2:30:01::;finish%2:30:01::;,1.0
5756,n,emergency#n#1,emergency#n#2,not-merged,emergency%1:11:00::;exigency%1:11:00::;pinch%1:11:01::;,pinch%1:11:01::;,1.0
5757,n,emergency#n#1,emergency#n#3,not-merged,emergency%1:11:00::;exigency%1:11:00::;pinch%1:11:01::;,pinch%1:11:01::;pinch%1:11:01::;pinch%1:11:01::;pinch%1:11:01::;,1.0
5758,n,emergency#n#2,emergency#n#3,not-merged,emergency%1:26:00::;,emergency%1:26:00::;emergency%1:26:00::;emergency%1:26:00::;emergency%1:26:00::;,1.0
5759,n,rim#n#3,rim#n#4,not-merged,rim%1:06:02::;,rim%1:06:02::;rim%1:06:02::;,1.0
5760,n,rim#n#3,rim#n#1,not-merged,rim%1:06:02::;,rim%1:06:02::;,1.0
5761,n,rim#n#3,rim#n#2,not-merged,rim%1:06:02::;,rim%1:06:02::;,1.0
5762,n,rim#n#3,rim#n#5,not-merged,rim%1:06:02::;,rim%1:06:02::;rim%1:06:02::;rim%1:06:02::;,1.0
5763,n,rim#n#4,rim#n#1,not-merged,flange%1:06:00::;rim%1:06:01::;,rim%1:06:01::;,1.0
5764,n,rim#n#4,rim#n#2,not-merged,flange%1:06:00::;rim%1:06:01::;,rim%1:06:01::;,1.0
5765,n,rim#n#4,rim#n#5,not-merged,flange%1:06:00::;rim%1:06:01::;,rim%1:06:01::;rim%1:06:01::;rim%1:06:01::;,1.0
5766,n,rim#n#1,rim#n#2,merged,rim%1:25:00::;,rim%1:25:00::;,1.0
5767,n,rim#n#1,rim#n#5,merged,rim%1:25:00::;,rim%1:25:00::;rim%1:25:00::;rim%1:25:00::;,1.0
5768,n,rim#n#2,rim#n#5,merged,rim%1:06:03::;,rim%1:06:03::;rim%1:06:03::;rim%1:06:03::;,1.0
5769,n,worker#n#2,worker#n#3,not-merged,proletarian%1:18:00::;prole%1:18:00::;worker%1:18:01::;,worker%1:18:01::;,1.0
5770,n,worker#n#2,worker#n#1,not-merged,proletarian%1:18:00::;prole%1:18:00::;worker%1:18:01::;,worker%1:18:01::;,1.0
5771,n,worker#n#2,worker#n#4,not-merged,proletarian%1:18:00::;prole%1:18:00::;worker%1:18:01::;,worker%1:18:01::;worker%1:18:01::;worker%1:18:01::;,1.0
5772,n,worker#n#3,worker#n#1,not-merged,worker%1:05:01::;,worker%1:05:01::;,0.0
5773,n,worker#n#3,worker#n#4,not-merged,worker%1:05:01::;,worker%1:05:01::;worker%1:05:01::;worker%1:05:01::;,0.0
5774,n,worker#n#1,worker#n#4,merged,worker%1:18:00::;,worker%1:18:00::;worker%1:18:00::;worker%1:18:00::;,1.0
