,Pos,Sense1,Sense2,Merge
7150,v,suffer#v#4,suffer#v#11,not-merged
7151,v,suffer#v#6,suffer#v#7,merged
7152,v,suffer#v#6,suffer#v#8,merged
7153,v,suffer#v#6,suffer#v#9,merged
7154,v,suffer#v#6,suffer#v#5,not-merged
7155,v,suffer#v#6,suffer#v#11,not-merged
7156,v,suffer#v#7,suffer#v#8,merged
7157,v,suffer#v#7,suffer#v#9,merged
7158,v,suffer#v#7,suffer#v#5,not-merged
7159,v,suffer#v#7,suffer#v#11,not-merged
7160,v,suffer#v#8,suffer#v#9,merged
7161,v,suffer#v#8,suffer#v#5,not-merged
7162,v,suffer#v#8,suffer#v#11,not-merged
7163,v,suffer#v#9,suffer#v#5,not-merged
7164,v,suffer#v#9,suffer#v#11,not-merged
7165,v,suffer#v#5,suffer#v#11,merged
7166,n,industry#n#,industry#n#1,not-merged
7167,n,industry#n#,industry#n#2,not-merged
7168,n,industry#n#1,industry#n#2,merged
7169,v,import#v#1,import#v#2,not-merged
7170,v,implement#v#1,implement#v#2,merged
7171,v,implement#v#1,implement#v#3,merged
7172,v,implement#v#2,implement#v#3,merged
7173,n,judgment#n#2,judgment#n#3,not-merged
7174,n,judgment#n#2,judgment#n#5,not-merged
7175,n,judgment#n#2,judgment#n#1,not-merged
7176,n,judgment#n#2,judgment#n#4,not-merged
7177,n,judgment#n#2,judgment#n#6,not-merged
7178,n,judgment#n#2,judgment#n#7,not-merged
7179,n,judgment#n#3,judgment#n#5,not-merged
7180,n,judgment#n#3,judgment#n#1,not-merged
7181,n,judgment#n#3,judgment#n#4,not-merged
7182,n,judgment#n#3,judgment#n#6,not-merged
7183,n,judgment#n#3,judgment#n#7,not-merged
7184,n,judgment#n#5,judgment#n#1,not-merged
7185,n,judgment#n#5,judgment#n#4,not-merged
7186,n,judgment#n#5,judgment#n#6,not-merged
7187,n,judgment#n#5,judgment#n#7,not-merged
7188,n,judgment#n#1,judgment#n#4,merged
7189,n,judgment#n#1,judgment#n#6,not-merged
7190,n,judgment#n#1,judgment#n#7,not-merged
7191,n,judgment#n#4,judgment#n#6,not-merged
7192,n,judgment#n#4,judgment#n#7,not-merged
7193,n,judgment#n#6,judgment#n#7,merged
7194,n,company#n#1,company#n#2,not-merged
7195,n,company#n#1,company#n#4,not-merged
7196,n,company#n#1,company#n#5,not-merged
7197,n,company#n#1,company#n#8,not-merged
7198,n,company#n#1,company#n#9,not-merged
7199,n,company#n#1,company#n#3,not-merged
7200,n,company#n#1,company#n#6,not-merged
7201,n,company#n#1,company#n#7,not-merged
7202,n,company#n#2,company#n#4,merged
7203,n,company#n#2,company#n#5,merged
7204,n,company#n#2,company#n#8,merged
7205,n,company#n#2,company#n#9,merged
7206,n,company#n#2,company#n#3,not-merged
7207,n,company#n#2,company#n#6,not-merged
7208,n,company#n#2,company#n#7,not-merged
7209,n,company#n#4,company#n#5,merged
7210,n,company#n#4,company#n#8,merged
7211,n,company#n#4,company#n#9,merged
7212,n,company#n#4,company#n#3,not-merged
7213,n,company#n#4,company#n#6,not-merged
7214,n,company#n#4,company#n#7,not-merged
7215,n,company#n#5,company#n#8,merged
7216,n,company#n#5,company#n#9,merged
7217,n,company#n#5,company#n#3,not-merged
7218,n,company#n#5,company#n#6,not-merged
7219,n,company#n#5,company#n#7,not-merged
7220,n,company#n#8,company#n#9,merged
7221,n,company#n#8,company#n#3,not-merged
7222,n,company#n#8,company#n#6,not-merged
7223,n,company#n#8,company#n#7,not-merged
7224,n,company#n#9,company#n#3,not-merged
7225,n,company#n#9,company#n#6,not-merged
7226,n,company#n#9,company#n#7,not-merged
7227,n,company#n#3,company#n#6,merged
7228,n,company#n#3,company#n#7,merged
7229,n,company#n#6,company#n#7,merged
7230,v,float#v#4,float#v#5,not-merged
7231,v,float#v#4,float#v#8,not-merged
7232,v,float#v#4,float#v#7,not-merged
7233,v,float#v#4,float#v#9,not-merged
7234,v,float#v#4,float#v#1,not-merged
7235,v,float#v#4,float#v#2,not-merged
7236,v,float#v#4,float#v#3,not-merged
7237,v,float#v#4,float#v#6,not-merged
7238,v,float#v#5,float#v#8,not-merged
7239,v,float#v#5,float#v#7,not-merged
7240,v,float#v#5,float#v#9,not-merged
7241,v,float#v#5,float#v#1,not-merged
7242,v,float#v#5,float#v#2,not-merged
7243,v,float#v#5,float#v#3,not-merged
7244,v,float#v#5,float#v#6,not-merged
7245,v,float#v#8,float#v#7,not-merged
7246,v,float#v#8,float#v#9,not-merged
7247,v,float#v#8,float#v#1,not-merged
7248,v,float#v#8,float#v#2,not-merged
7249,v,float#v#8,float#v#3,not-merged
7250,v,float#v#8,float#v#6,not-merged
7251,v,float#v#7,float#v#9,not-merged
7252,v,float#v#7,float#v#1,not-merged
7253,v,float#v#7,float#v#2,not-merged
7254,v,float#v#7,float#v#3,not-merged
7255,v,float#v#7,float#v#6,not-merged
7256,v,float#v#9,float#v#1,not-merged
7257,v,float#v#9,float#v#2,not-merged
7258,v,float#v#9,float#v#3,not-merged
7259,v,float#v#9,float#v#6,not-merged
7260,v,float#v#1,float#v#2,merged
7261,v,float#v#1,float#v#3,merged
7262,v,float#v#1,float#v#6,merged
7263,v,float#v#2,float#v#3,merged
7264,v,float#v#2,float#v#6,merged
7265,v,float#v#3,float#v#6,merged
7266,n,expanse#n#1,expanse#n#2,not-merged
7267,n,expanse#n#1,expanse#n#3,not-merged
7268,n,expanse#n#2,expanse#n#3,not-merged
7269,v,assure#v#1,assure#v#4,not-merged
7270,v,assure#v#1,assure#v#2,not-merged
7271,v,assure#v#1,assure#v#3,not-merged
7272,v,assure#v#1,assure#v#5,not-merged
7273,v,assure#v#1,assure#v#6,not-merged
7274,v,assure#v#4,assure#v#2,not-merged
7275,v,assure#v#4,assure#v#3,not-merged
7276,v,assure#v#4,assure#v#5,not-merged
7277,v,assure#v#4,assure#v#6,not-merged
7278,v,assure#v#2,assure#v#3,merged
7279,v,assure#v#2,assure#v#5,merged
7280,v,assure#v#2,assure#v#6,merged
7281,v,assure#v#3,assure#v#5,merged
7282,v,assure#v#3,assure#v#6,merged
7283,v,assure#v#5,assure#v#6,merged
7284,v,reflect#v#1,reflect#v#3,not-merged
7285,v,reflect#v#1,reflect#v#5,not-merged
7286,v,reflect#v#1,reflect#v#6,not-merged
7287,v,reflect#v#1,reflect#v#2,not-merged
7288,v,reflect#v#1,reflect#v#4,not-merged
7289,v,reflect#v#3,reflect#v#5,not-merged
7290,v,reflect#v#3,reflect#v#6,not-merged
7291,v,reflect#v#3,reflect#v#2,not-merged
7292,v,reflect#v#3,reflect#v#4,not-merged
7293,v,reflect#v#5,reflect#v#6,merged
7294,v,reflect#v#5,reflect#v#2,not-merged
7295,v,reflect#v#5,reflect#v#4,not-merged
7296,v,reflect#v#6,reflect#v#2,not-merged
7297,v,reflect#v#6,reflect#v#4,not-merged
7298,v,reflect#v#2,reflect#v#4,merged
7299,v,notice#v#,notice#v#1,not-merged
7300,v,notice#v#,notice#v#2,not-merged
7301,v,notice#v#,notice#v#4,not-merged
7302,v,notice#v#1,notice#v#2,merged
7303,v,notice#v#1,notice#v#4,merged
7304,v,notice#v#2,notice#v#4,merged
7305,v,receive#v#1,receive#v#2,merged
7306,v,receive#v#1,receive#v#3,merged
7307,v,receive#v#1,receive#v#4,merged
7308,v,receive#v#1,receive#v#8,merged
7309,v,receive#v#1,receive#v#9,merged
7310,v,receive#v#1,receive#v#11,merged
7311,v,receive#v#1,receive#v#12,merged
7312,v,receive#v#1,receive#v#5,not-merged
7313,v,receive#v#1,receive#v#6,not-merged
7314,v,receive#v#1,receive#v#7,not-merged
7315,v,receive#v#1,receive#v#10,not-merged
7316,v,receive#v#1,receive#v#13,not-merged
7317,v,receive#v#2,receive#v#3,merged
7318,v,receive#v#2,receive#v#4,merged
7319,v,receive#v#2,receive#v#8,merged
7320,v,receive#v#2,receive#v#9,merged
7321,v,receive#v#2,receive#v#11,merged
7322,v,receive#v#2,receive#v#12,merged
7323,v,receive#v#2,receive#v#5,not-merged
7324,v,receive#v#2,receive#v#6,not-merged
7325,v,receive#v#2,receive#v#7,not-merged
7326,v,receive#v#2,receive#v#10,not-merged
7327,v,receive#v#2,receive#v#13,not-merged
7328,v,receive#v#3,receive#v#4,merged
7329,v,receive#v#3,receive#v#8,merged
7330,v,receive#v#3,receive#v#9,merged
7331,v,receive#v#3,receive#v#11,merged
7332,v,receive#v#3,receive#v#12,merged
7333,v,receive#v#3,receive#v#5,not-merged
7334,v,receive#v#3,receive#v#6,not-merged
7335,v,receive#v#3,receive#v#7,not-merged
7336,v,receive#v#3,receive#v#10,not-merged
7337,v,receive#v#3,receive#v#13,not-merged
7338,v,receive#v#4,receive#v#8,merged
7339,v,receive#v#4,receive#v#9,merged
7340,v,receive#v#4,receive#v#11,merged
7341,v,receive#v#4,receive#v#12,merged
7342,v,receive#v#4,receive#v#5,not-merged
7343,v,receive#v#4,receive#v#6,not-merged
7344,v,receive#v#4,receive#v#7,not-merged
7345,v,receive#v#4,receive#v#10,not-merged
7346,v,receive#v#4,receive#v#13,not-merged
7347,v,receive#v#8,receive#v#9,merged
7348,v,receive#v#8,receive#v#11,merged
7349,v,receive#v#8,receive#v#12,merged
7350,v,receive#v#8,receive#v#5,not-merged
7351,v,receive#v#8,receive#v#6,not-merged
7352,v,receive#v#8,receive#v#7,not-merged
7353,v,receive#v#8,receive#v#10,not-merged
7354,v,receive#v#8,receive#v#13,not-merged
7355,v,receive#v#9,receive#v#11,merged
7356,v,receive#v#9,receive#v#12,merged
7357,v,receive#v#9,receive#v#5,not-merged
7358,v,receive#v#9,receive#v#6,not-merged
7359,v,receive#v#9,receive#v#7,not-merged
7360,v,receive#v#9,receive#v#10,not-merged
7361,v,receive#v#9,receive#v#13,not-merged
7362,v,receive#v#11,receive#v#12,merged
7363,v,receive#v#11,receive#v#5,not-merged
7364,v,receive#v#11,receive#v#6,not-merged
7365,v,receive#v#11,receive#v#7,not-merged
7366,v,receive#v#11,receive#v#10,not-merged
7367,v,receive#v#11,receive#v#13,not-merged
7368,v,receive#v#12,receive#v#5,not-merged
7369,v,receive#v#12,receive#v#6,not-merged
7370,v,receive#v#12,receive#v#7,not-merged
7371,v,receive#v#12,receive#v#10,not-merged
7372,v,receive#v#12,receive#v#13,not-merged
7373,v,receive#v#5,receive#v#6,merged
7374,v,receive#v#5,receive#v#7,merged
7375,v,receive#v#5,receive#v#10,merged
7376,v,receive#v#5,receive#v#13,merged
7377,v,receive#v#6,receive#v#7,merged
7378,v,receive#v#6,receive#v#10,merged
7379,v,receive#v#6,receive#v#13,merged
7380,v,receive#v#7,receive#v#10,merged
7381,v,receive#v#7,receive#v#13,merged
7382,v,receive#v#10,receive#v#13,merged
7383,v,restore#v#3,restore#v#1,not-merged
7384,v,restore#v#3,restore#v#2,not-merged
7385,v,restore#v#3,restore#v#4,not-merged
7386,v,restore#v#3,restore#v#5,not-merged
7387,v,restore#v#1,restore#v#2,merged
7388,v,restore#v#1,restore#v#4,merged
7389,v,restore#v#1,restore#v#5,merged
7390,v,restore#v#2,restore#v#4,merged
7391,v,restore#v#2,restore#v#5,merged
7392,v,restore#v#4,restore#v#5,merged
7393,v,erode#v#2,erode#v#1,not-merged
7394,n,branch#n#2,branch#n#1,not-merged
7395,n,branch#n#2,branch#n#4,not-merged
7396,n,branch#n#2,branch#n#3,not-merged
7397,n,branch#n#2,branch#n#5,not-merged
7398,n,branch#n#2,branch#n#6,not-merged
7399,n,branch#n#1,branch#n#4,merged
7400,n,branch#n#1,branch#n#3,not-merged
7401,n,branch#n#1,branch#n#5,not-merged
7402,n,branch#n#1,branch#n#6,not-merged
7403,n,branch#n#4,branch#n#3,not-merged
7404,n,branch#n#4,branch#n#5,not-merged
7405,n,branch#n#4,branch#n#6,not-merged
7406,n,branch#n#3,branch#n#5,merged
7407,n,branch#n#3,branch#n#6,merged
7408,n,branch#n#5,branch#n#6,merged
7409,n,seat#n#5,seat#n#2,not-merged
7410,n,seat#n#5,seat#n#6,not-merged
7411,n,seat#n#2,seat#n#6,not-merged
7412,v,move#v#4,move#v#12,not-merged
7413,v,move#v#4,move#v#14,not-merged
7414,v,move#v#4,move#v#,not-merged
7415,v,move#v#4,move#v#1,not-merged
7416,v,move#v#4,move#v#2,not-merged
7417,v,move#v#4,move#v#3,not-merged
7418,v,move#v#4,move#v#5,not-merged
7419,v,move#v#4,move#v#7,not-merged
7420,v,move#v#4,move#v#13,not-merged
7421,v,move#v#4,move#v#6,not-merged
7422,v,move#v#4,move#v#8,not-merged
7423,v,move#v#4,move#v#15,not-merged
7424,v,move#v#4,move#v#16,not-merged
7425,v,move#v#4,move#v#9,not-merged
7426,v,move#v#4,move#v#10,not-merged
7427,v,move#v#4,move#v#11,not-merged
7428,v,move#v#12,move#v#14,not-merged
7429,v,move#v#12,move#v#,not-merged
7430,v,move#v#12,move#v#1,not-merged
7431,v,move#v#12,move#v#2,not-merged
7432,v,move#v#12,move#v#3,not-merged
7433,v,move#v#12,move#v#5,not-merged
7434,v,move#v#12,move#v#7,not-merged
7435,v,move#v#12,move#v#13,not-merged
7436,v,move#v#12,move#v#6,not-merged
7437,v,move#v#12,move#v#8,not-merged
7438,v,move#v#12,move#v#15,not-merged
7439,v,move#v#12,move#v#16,not-merged
7440,v,move#v#12,move#v#9,not-merged
7441,v,move#v#12,move#v#10,not-merged
7442,v,move#v#12,move#v#11,not-merged
7443,v,move#v#14,move#v#,not-merged
7444,v,move#v#14,move#v#1,not-merged
7445,v,move#v#14,move#v#2,not-merged
7446,v,move#v#14,move#v#3,not-merged
7447,v,move#v#14,move#v#5,not-merged
7448,v,move#v#14,move#v#7,not-merged
7449,v,move#v#14,move#v#13,not-merged
7450,v,move#v#14,move#v#6,not-merged
7451,v,move#v#14,move#v#8,not-merged
7452,v,move#v#14,move#v#15,not-merged
7453,v,move#v#14,move#v#16,not-merged
7454,v,move#v#14,move#v#9,not-merged
7455,v,move#v#14,move#v#10,not-merged
7456,v,move#v#14,move#v#11,not-merged
7457,v,move#v#,move#v#1,not-merged
7458,v,move#v#,move#v#2,not-merged
7459,v,move#v#,move#v#3,not-merged
7460,v,move#v#,move#v#5,not-merged
7461,v,move#v#,move#v#7,not-merged
7462,v,move#v#,move#v#13,not-merged
7463,v,move#v#,move#v#6,not-merged
7464,v,move#v#,move#v#8,not-merged
7465,v,move#v#,move#v#15,not-merged
7466,v,move#v#,move#v#16,not-merged
7467,v,move#v#,move#v#9,not-merged
7468,v,move#v#,move#v#10,not-merged
7469,v,move#v#,move#v#11,not-merged
7470,v,move#v#1,move#v#2,merged
7471,v,move#v#1,move#v#3,merged
7472,v,move#v#1,move#v#5,merged
7473,v,move#v#1,move#v#7,merged
7474,v,move#v#1,move#v#13,merged
7475,v,move#v#1,move#v#6,not-merged
7476,v,move#v#1,move#v#8,not-merged
7477,v,move#v#1,move#v#15,not-merged
7478,v,move#v#1,move#v#16,not-merged
7479,v,move#v#1,move#v#9,not-merged
7480,v,move#v#1,move#v#10,not-merged
7481,v,move#v#1,move#v#11,not-merged
7482,v,move#v#2,move#v#3,merged
7483,v,move#v#2,move#v#5,merged
7484,v,move#v#2,move#v#7,merged
7485,v,move#v#2,move#v#13,merged
7486,v,move#v#2,move#v#6,not-merged
7487,v,move#v#2,move#v#8,not-merged
7488,v,move#v#2,move#v#15,not-merged
7489,v,move#v#2,move#v#16,not-merged
7490,v,move#v#2,move#v#9,not-merged
7491,v,move#v#2,move#v#10,not-merged
7492,v,move#v#2,move#v#11,not-merged
7493,v,move#v#3,move#v#5,merged
7494,v,move#v#3,move#v#7,merged
7495,v,move#v#3,move#v#13,merged
7496,v,move#v#3,move#v#6,not-merged
7497,v,move#v#3,move#v#8,not-merged
7498,v,move#v#3,move#v#15,not-merged
7499,v,move#v#3,move#v#16,not-merged
7500,v,move#v#3,move#v#9,not-merged
7501,v,move#v#3,move#v#10,not-merged
7502,v,move#v#3,move#v#11,not-merged
7503,v,move#v#5,move#v#7,merged
7504,v,move#v#5,move#v#13,merged
7505,v,move#v#5,move#v#6,not-merged
7506,v,move#v#5,move#v#8,not-merged
7507,v,move#v#5,move#v#15,not-merged
7508,v,move#v#5,move#v#16,not-merged
7509,v,move#v#5,move#v#9,not-merged
7510,v,move#v#5,move#v#10,not-merged
7511,v,move#v#5,move#v#11,not-merged
7512,v,move#v#7,move#v#13,merged
7513,v,move#v#7,move#v#6,not-merged
7514,v,move#v#7,move#v#8,not-merged
7515,v,move#v#7,move#v#15,not-merged
7516,v,move#v#7,move#v#16,not-merged
7517,v,move#v#7,move#v#9,not-merged
7518,v,move#v#7,move#v#10,not-merged
7519,v,move#v#7,move#v#11,not-merged
7520,v,move#v#13,move#v#6,not-merged
7521,v,move#v#13,move#v#8,not-merged
7522,v,move#v#13,move#v#15,not-merged
7523,v,move#v#13,move#v#16,not-merged
7524,v,move#v#13,move#v#9,not-merged
7525,v,move#v#13,move#v#10,not-merged
7526,v,move#v#13,move#v#11,not-merged
7527,v,move#v#6,move#v#8,merged
7528,v,move#v#6,move#v#15,merged
7529,v,move#v#6,move#v#16,merged
7530,v,move#v#6,move#v#9,not-merged
7531,v,move#v#6,move#v#10,not-merged
7532,v,move#v#6,move#v#11,not-merged
7533,v,move#v#8,move#v#15,merged
7534,v,move#v#8,move#v#16,merged
7535,v,move#v#8,move#v#9,not-merged
7536,v,move#v#8,move#v#10,not-merged
7537,v,move#v#8,move#v#11,not-merged
7538,v,move#v#15,move#v#16,merged
7539,v,move#v#15,move#v#9,not-merged
7540,v,move#v#15,move#v#10,not-merged
7541,v,move#v#15,move#v#11,not-merged
7542,v,move#v#16,move#v#9,not-merged
7543,v,move#v#16,move#v#10,not-merged
7544,v,move#v#16,move#v#11,not-merged
7545,v,move#v#9,move#v#10,merged
7546,v,move#v#9,move#v#11,merged
7547,v,move#v#10,move#v#11,merged
7548,v,lose#v#3,lose#v#9,not-merged
7549,v,lose#v#3,lose#v#1,not-merged
7550,v,lose#v#3,lose#v#4,not-merged
7551,v,lose#v#3,lose#v#5,not-merged
7552,v,lose#v#3,lose#v#6,not-merged
7553,v,lose#v#3,lose#v#2,not-merged
7554,v,lose#v#3,lose#v#7,not-merged
7555,v,lose#v#3,lose#v#8,not-merged
7556,v,lose#v#3,lose#v#10,not-merged
7557,v,lose#v#3,lose#v#11,not-merged
7558,v,lose#v#9,lose#v#1,not-merged
7559,v,lose#v#9,lose#v#4,not-merged
7560,v,lose#v#9,lose#v#5,not-merged
7561,v,lose#v#9,lose#v#6,not-merged
7562,v,lose#v#9,lose#v#2,not-merged
7563,v,lose#v#9,lose#v#7,not-merged
7564,v,lose#v#9,lose#v#8,not-merged
7565,v,lose#v#9,lose#v#10,not-merged
7566,v,lose#v#9,lose#v#11,not-merged
7567,v,lose#v#1,lose#v#4,merged
7568,v,lose#v#1,lose#v#5,merged
7569,v,lose#v#1,lose#v#6,merged
7570,v,lose#v#1,lose#v#2,not-merged
7571,v,lose#v#1,lose#v#7,not-merged
7572,v,lose#v#1,lose#v#8,not-merged
7573,v,lose#v#1,lose#v#10,not-merged
7574,v,lose#v#1,lose#v#11,not-merged
7575,v,lose#v#4,lose#v#5,merged
7576,v,lose#v#4,lose#v#6,merged
7577,v,lose#v#4,lose#v#2,not-merged
7578,v,lose#v#4,lose#v#7,not-merged
7579,v,lose#v#4,lose#v#8,not-merged
7580,v,lose#v#4,lose#v#10,not-merged
7581,v,lose#v#4,lose#v#11,not-merged
7582,v,lose#v#5,lose#v#6,merged
7583,v,lose#v#5,lose#v#2,not-merged
7584,v,lose#v#5,lose#v#7,not-merged
7585,v,lose#v#5,lose#v#8,not-merged
7586,v,lose#v#5,lose#v#10,not-merged
7587,v,lose#v#5,lose#v#11,not-merged
7588,v,lose#v#6,lose#v#2,not-merged
7589,v,lose#v#6,lose#v#7,not-merged
7590,v,lose#v#6,lose#v#8,not-merged
7591,v,lose#v#6,lose#v#10,not-merged
7592,v,lose#v#6,lose#v#11,not-merged
7593,v,lose#v#2,lose#v#7,merged
7594,v,lose#v#2,lose#v#8,merged
7595,v,lose#v#2,lose#v#10,not-merged
7596,v,lose#v#2,lose#v#11,not-merged
7597,v,lose#v#7,lose#v#8,merged
7598,v,lose#v#7,lose#v#10,not-merged
7599,v,lose#v#7,lose#v#11,not-merged
7600,v,lose#v#8,lose#v#10,not-merged
7601,v,lose#v#8,lose#v#11,not-merged
7602,v,lose#v#10,lose#v#11,merged
7603,n,inconvenience#n#3,inconvenience#n#1,not-merged
7604,n,inconvenience#n#3,inconvenience#n#2,not-merged
7605,n,inconvenience#n#1,inconvenience#n#2,merged
7606,v,name#v#1,name#v#6,merged
7607,v,name#v#1,name#v#2,not-merged
7608,v,name#v#1,name#v#5,not-merged
7609,v,name#v#1,name#v#7,not-merged
7610,v,name#v#1,name#v#8,not-merged
7611,v,name#v#1,name#v#9,not-merged
7612,v,name#v#1,name#v#3,not-merged
7613,v,name#v#1,name#v#4,not-merged
7614,v,name#v#6,name#v#2,not-merged
7615,v,name#v#6,name#v#5,not-merged
7616,v,name#v#6,name#v#7,not-merged
7617,v,name#v#6,name#v#8,not-merged
7618,v,name#v#6,name#v#9,not-merged
7619,v,name#v#6,name#v#3,not-merged
7620,v,name#v#6,name#v#4,not-merged
7621,v,name#v#2,name#v#5,merged
7622,v,name#v#2,name#v#7,merged
7623,v,name#v#2,name#v#8,merged
7624,v,name#v#2,name#v#9,merged
7625,v,name#v#2,name#v#3,not-merged
7626,v,name#v#2,name#v#4,not-merged
7627,v,name#v#5,name#v#7,merged
7628,v,name#v#5,name#v#8,merged
7629,v,name#v#5,name#v#9,merged
7630,v,name#v#5,name#v#3,not-merged
7631,v,name#v#5,name#v#4,not-merged
7632,v,name#v#7,name#v#8,merged
7633,v,name#v#7,name#v#9,merged
7634,v,name#v#7,name#v#3,not-merged
7635,v,name#v#7,name#v#4,not-merged
7636,v,name#v#8,name#v#9,merged
7637,v,name#v#8,name#v#3,not-merged
7638,v,name#v#8,name#v#4,not-merged
7639,v,name#v#9,name#v#3,not-merged
7640,v,name#v#9,name#v#4,not-merged
7641,v,name#v#3,name#v#4,merged
7642,n,rocket#n#2,rocket#n#3,not-merged
7643,n,rocket#n#2,rocket#n#1,not-merged
7644,n,rocket#n#2,rocket#n#4,not-merged
7645,n,rocket#n#2,rocket#n#5,not-merged
7646,n,rocket#n#3,rocket#n#1,not-merged
7647,n,rocket#n#3,rocket#n#4,not-merged
7648,n,rocket#n#3,rocket#n#5,not-merged
7649,n,rocket#n#1,rocket#n#4,merged
7650,n,rocket#n#1,rocket#n#5,merged
7651,n,rocket#n#4,rocket#n#5,merged
7652,v,expose#v#4,expose#v#1,not-merged
7653,v,expose#v#4,expose#v#7,not-merged
7654,v,expose#v#4,expose#v#9,not-merged
7655,v,expose#v#4,expose#v#2,not-merged
7656,v,expose#v#4,expose#v#3,not-merged
7657,v,expose#v#4,expose#v#5,not-merged
7658,v,expose#v#4,expose#v#6,not-merged
7659,v,expose#v#4,expose#v#8,not-merged
7660,v,expose#v#1,expose#v#7,merged
7661,v,expose#v#1,expose#v#9,merged
7662,v,expose#v#1,expose#v#2,not-merged
7663,v,expose#v#1,expose#v#3,not-merged
7664,v,expose#v#1,expose#v#5,not-merged
7665,v,expose#v#1,expose#v#6,not-merged
7666,v,expose#v#1,expose#v#8,not-merged
7667,v,expose#v#7,expose#v#9,merged
7668,v,expose#v#7,expose#v#2,not-merged
7669,v,expose#v#7,expose#v#3,not-merged
7670,v,expose#v#7,expose#v#5,not-merged
7671,v,expose#v#7,expose#v#6,not-merged
7672,v,expose#v#7,expose#v#8,not-merged
7673,v,expose#v#9,expose#v#2,not-merged
7674,v,expose#v#9,expose#v#3,not-merged
7675,v,expose#v#9,expose#v#5,not-merged
7676,v,expose#v#9,expose#v#6,not-merged
7677,v,expose#v#9,expose#v#8,not-merged
7678,v,expose#v#2,expose#v#3,merged
7679,v,expose#v#2,expose#v#5,merged
7680,v,expose#v#2,expose#v#6,merged
7681,v,expose#v#2,expose#v#8,merged
7682,v,expose#v#3,expose#v#5,merged
7683,v,expose#v#3,expose#v#6,merged
7684,v,expose#v#3,expose#v#8,merged
7685,v,expose#v#5,expose#v#6,merged
7686,v,expose#v#5,expose#v#8,merged
7687,v,expose#v#6,expose#v#8,merged
7688,v,last#v#1,last#v#2,not-merged
7689,v,approach#v#5,approach#v#3,not-merged
7690,v,approach#v#5,approach#v#1,not-merged
7691,v,approach#v#5,approach#v#2,not-merged
7692,v,approach#v#5,approach#v#4,not-merged
7693,v,approach#v#3,approach#v#1,not-merged
7694,v,approach#v#3,approach#v#2,not-merged
7695,v,approach#v#3,approach#v#4,not-merged
7696,v,approach#v#1,approach#v#2,merged
7697,v,approach#v#1,approach#v#4,merged
7698,v,approach#v#2,approach#v#4,merged
7699,v,try#v#1,try#v#8,not-merged
7700,v,try#v#1,try#v#2,not-merged
7701,v,try#v#1,try#v#4,not-merged
7702,v,try#v#1,try#v#9,not-merged
7703,v,try#v#1,try#v#3,not-merged
7704,v,try#v#1,try#v#5,not-merged
7705,v,try#v#1,try#v#6,not-merged
7706,v,try#v#1,try#v#7,not-merged
7707,v,try#v#8,try#v#2,not-merged
7708,v,try#v#8,try#v#4,not-merged
7709,v,try#v#8,try#v#9,not-merged
7710,v,try#v#8,try#v#3,not-merged
7711,v,try#v#8,try#v#5,not-merged
7712,v,try#v#8,try#v#6,not-merged
7713,v,try#v#8,try#v#7,not-merged
7714,v,try#v#2,try#v#4,merged
7715,v,try#v#2,try#v#9,merged
7716,v,try#v#2,try#v#3,not-merged
7717,v,try#v#2,try#v#5,not-merged
7718,v,try#v#2,try#v#6,not-merged
7719,v,try#v#2,try#v#7,not-merged
7720,v,try#v#4,try#v#9,merged
7721,v,try#v#4,try#v#3,not-merged
7722,v,try#v#4,try#v#5,not-merged
7723,v,try#v#4,try#v#6,not-merged
7724,v,try#v#4,try#v#7,not-merged
7725,v,try#v#9,try#v#3,not-merged
7726,v,try#v#9,try#v#5,not-merged
7727,v,try#v#9,try#v#6,not-merged
7728,v,try#v#9,try#v#7,not-merged
7729,v,try#v#3,try#v#5,merged
7730,v,try#v#3,try#v#6,not-merged
7731,v,try#v#3,try#v#7,not-merged
7732,v,try#v#5,try#v#6,not-merged
7733,v,try#v#5,try#v#7,not-merged
7734,v,try#v#6,try#v#7,merged
7735,n,bounce#n#1,bounce#n#2,not-merged
7736,n,bounce#n#1,bounce#n#3,not-merged
7737,n,bounce#n#2,bounce#n#3,merged
7738,n,limit#n#,limit#n#2,not-merged
7739,n,limit#n#,limit#n#3,not-merged
7740,n,limit#n#,limit#n#1,not-merged
7741,n,limit#n#,limit#n#4,not-merged
7742,n,limit#n#,limit#n#6,not-merged
7743,n,limit#n#2,limit#n#3,merged
7744,n,limit#n#2,limit#n#1,not-merged
7745,n,limit#n#2,limit#n#4,not-merged
7746,n,limit#n#2,limit#n#6,not-merged
7747,n,limit#n#3,limit#n#1,not-merged
7748,n,limit#n#3,limit#n#4,not-merged
7749,n,limit#n#3,limit#n#6,not-merged
7750,n,limit#n#1,limit#n#4,merged
7751,n,limit#n#1,limit#n#6,merged
7752,n,limit#n#4,limit#n#6,merged
7753,n,page#n#1,page#n#2,not-merged
7754,n,page#n#1,page#n#4,not-merged
7755,n,page#n#1,page#n#5,not-merged
7756,n,page#n#2,page#n#4,not-merged
7757,n,page#n#2,page#n#5,not-merged
7758,n,page#n#4,page#n#5,not-merged
7759,v,attract#v#2,attract#v#1,not-merged
7760,v,attract#v#2,attract#v#3,not-merged
7761,v,attract#v#1,attract#v#3,merged
7762,v,convict#v#1,convict#v#,not-merged
7763,n,cell#n#2,cell#n#4,not-merged
7764,n,cell#n#2,cell#n#3,not-merged
