pos,sense1_wn21,sense2_wn21,sense1_wn16,sense2_wn16,sense1_wn21_def,sense1_wn16_def,sense2_wn21_def,sense2_wn16_def
n,pick.n.4,pick.n.1,woof.n.1,choice.n.1,the yarn woven across the warp yarn in weaving,the thread woven across the warp yarn in weaving,the person or thing chosen or selected,the person or thing chosen or selected
n,pick.n.4,pick.n.3,woof.n.1,cream.n.1,the yarn woven across the warp yarn in weaving,the thread woven across the warp yarn in weaving,the best people or things in a group,the best people or things in a group
n,pick.n.5,pick.n.6,pick.n.5,pick.n.6,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking
n,pick.n.5,pick.n.7,pick.n.5,pick.n.7,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends
n,pick.n.5,pick.n.8,pick.n.5,pick.n.8,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body
n,pick.n.5,pick.n.1,pick.n.5,choice.n.1,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,the person or thing chosen or selected,the person or thing chosen or selected
n,pick.n.5,pick.n.3,pick.n.5,cream.n.1,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,a small thin device (of metal or plastic or ivory) used to pluck a stringed instrument,the best people or things in a group,the best people or things in a group
n,pick.n.6,pick.n.7,pick.n.6,pick.n.7,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends
n,pick.n.6,pick.n.8,pick.n.6,pick.n.8,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body
n,pick.n.6,pick.n.1,pick.n.6,choice.n.1,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,the person or thing chosen or selected,the person or thing chosen or selected
n,pick.n.6,pick.n.3,pick.n.6,cream.n.1,a thin sharp implement used for removing unwanted material,a thin sharp implement used for picking,the best people or things in a group,the best people or things in a group
n,pick.n.7,pick.n.8,pick.n.7,pick.n.8,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body
n,pick.n.7,pick.n.1,pick.n.7,choice.n.1,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends,the person or thing chosen or selected,the person or thing chosen or selected
n,pick.n.7,pick.n.3,pick.n.7,cream.n.1,a heavy iron tool with a wooden handle and a curved head that is pointed on both ends,a heavy wooden-handled iron tool with a curved head that is pointed on both ends,the best people or things in a group,the best people or things in a group
n,pick.n.8,pick.n.1,pick.n.8,choice.n.1,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body,the person or thing chosen or selected,the person or thing chosen or selected
n,pick.n.8,pick.n.3,pick.n.8,cream.n.1,a basketball maneuver; obstructing an opponent with one's body,a basketball maneuver; obstructing an opponent with one's body,the best people or things in a group,the best people or things in a group
n,pick.n.1,pick.n.3,choice.n.1,cream.n.1,the person or thing chosen or selected,the person or thing chosen or selected,the best people or things in a group,the best people or things in a group
n,wing.n.2,wing.n.3,wing.n.2,wing.n.3,one of the horizontal airfoils on either side of the fuselage of an airplane,one of the horizontal airfoils on either side of the fuselage of an airplane,a stage area out of sight of the audience,a stage area out of sight of the audience
n,wing.n.2,wing.n.9,wing.n.2,annex.n.1,one of the horizontal airfoils on either side of the fuselage of an airplane,one of the horizontal airfoils on either side of the fuselage of an airplane,an addition that extends a main building,an addition that extends a main building
n,wing.n.2,wing.n.5,wing.n.2,flank.n.1,one of the horizontal airfoils on either side of the fuselage of an airplane,one of the horizontal airfoils on either side of the fuselage of an airplane,the side of military or naval formation,the side of military or naval formation
n,wing.n.2,wing.n.4,wing.n.2,wing.n.4,one of the horizontal airfoils on either side of the fuselage of an airplane,one of the horizontal airfoils on either side of the fuselage of an airplane,a unit of military aircraft,a unit of military aircraft
n,wing.n.2,wing.n.6,wing.n.2,,one of the horizontal airfoils on either side of the fuselage of an airplane,one of the horizontal airfoils on either side of the fuselage of an airplane,a hockey player stationed in a forward position on either side,a unit of military aircraft
n,wing.n.2,wing.n.8,wing.n.2,fender.n.1,one of the horizontal airfoils on either side of the fuselage of an airplane,one of the horizontal airfoils on either side of the fuselage of an airplane,a barrier that surrounds the wheels of a vehicle to block splashing water or mud,surrounds the wheels of a vehicle
n,wing.n.3,wing.n.9,wing.n.3,annex.n.1,a stage area out of sight of the audience,a stage area out of sight of the audience,an addition that extends a main building,an addition that extends a main building
n,wing.n.3,wing.n.5,wing.n.3,flank.n.1,a stage area out of sight of the audience,a stage area out of sight of the audience,the side of military or naval formation,the side of military or naval formation
n,wing.n.3,wing.n.4,wing.n.3,wing.n.4,a stage area out of sight of the audience,a stage area out of sight of the audience,a unit of military aircraft,a unit of military aircraft
n,wing.n.3,wing.n.6,wing.n.3,,a stage area out of sight of the audience,a stage area out of sight of the audience,a hockey player stationed in a forward position on either side,a unit of military aircraft
n,wing.n.3,wing.n.8,wing.n.3,fender.n.1,a stage area out of sight of the audience,a stage area out of sight of the audience,a barrier that surrounds the wheels of a vehicle to block splashing water or mud,surrounds the wheels of a vehicle
n,wing.n.9,wing.n.5,annex.n.1,flank.n.1,an addition that extends a main building,an addition that extends a main building,the side of military or naval formation,the side of military or naval formation
n,wing.n.9,wing.n.4,annex.n.1,wing.n.4,an addition that extends a main building,an addition that extends a main building,a unit of military aircraft,a unit of military aircraft
n,wing.n.9,wing.n.6,annex.n.1,,an addition that extends a main building,an addition that extends a main building,a hockey player stationed in a forward position on either side,a unit of military aircraft
n,wing.n.9,wing.n.8,annex.n.1,fender.n.1,an addition that extends a main building,an addition that extends a main building,a barrier that surrounds the wheels of a vehicle to block splashing water or mud,surrounds the wheels of a vehicle
n,wing.n.5,wing.n.4,flank.n.1,wing.n.4,the side of military or naval formation,the side of military or naval formation,a unit of military aircraft,a unit of military aircraft
n,wing.n.5,wing.n.6,flank.n.1,,the side of military or naval formation,the side of military or naval formation,a hockey player stationed in a forward position on either side,a unit of military aircraft
n,wing.n.5,wing.n.8,flank.n.1,fender.n.1,the side of military or naval formation,the side of military or naval formation,a barrier that surrounds the wheels of a vehicle to block splashing water or mud,surrounds the wheels of a vehicle
n,wing.n.4,wing.n.6,wing.n.4,,a unit of military aircraft,a unit of military aircraft,a hockey player stationed in a forward position on either side,surrounds the wheels of a vehicle
n,wing.n.4,wing.n.8,wing.n.4,fender.n.1,a unit of military aircraft,a unit of military aircraft,a barrier that surrounds the wheels of a vehicle to block splashing water or mud,surrounds the wheels of a vehicle
n,wing.n.6,wing.n.8,,fender.n.1,a hockey player stationed in a forward position on either side,a unit of military aircraft,a barrier that surrounds the wheels of a vehicle to block splashing water or mud,surrounds the wheels of a vehicle
n,residue.n.1,residue.n.2,residue.n.1,remainder.n.1,matter that remains after something has been removed,matter that remains after something has been removed,something left after other parts have been taken away,something left after other parts have been taken away
n,body.n.1,body.n.2,body.n.1,body.n.2,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),a natural object consisting of a dead animal or person,body of a dead animal or person
n,body.n.1,body.n.3,body.n.1,body.n.3,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity
n,body.n.1,body.n.9,body.n.1,body.n.9,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),the central message of a communication,the central message of a communication
n,body.n.1,body.n.6,body.n.1,body.n.6,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),a collection of particulars considered as a system,a collection of particulars considered as a system
n,body.n.1,body.n.5,body.n.1,body.n.5,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects
n,body.n.1,body.n.8,body.n.1,consistency.n.1,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),the property of holding together and retaining its shape,the property of holding together and retaining its shape
n,body.n.1,body.n.4,body.n.1,torso.n.1,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),the body excluding the head and neck and limbs,the body excluding the head and neck and limbs
n,body.n.1,body.n.7,body.n.1,body.n.7,the entire structure of an organism (especially an animal or human being),the entire physical structure of an organism (especially an animal or human being),the external structure of a vehicle,the external structure of a vehicle
n,body.n.2,body.n.3,body.n.2,body.n.3,a natural object consisting of a dead animal or person,body of a dead animal or person,a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity
n,body.n.2,body.n.9,body.n.2,body.n.9,a natural object consisting of a dead animal or person,body of a dead animal or person,the central message of a communication,the central message of a communication
n,body.n.2,body.n.6,body.n.2,body.n.6,a natural object consisting of a dead animal or person,body of a dead animal or person,a collection of particulars considered as a system,a collection of particulars considered as a system
n,body.n.2,body.n.5,body.n.2,body.n.5,a natural object consisting of a dead animal or person,body of a dead animal or person,an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects
n,body.n.2,body.n.8,body.n.2,consistency.n.1,a natural object consisting of a dead animal or person,body of a dead animal or person,the property of holding together and retaining its shape,the property of holding together and retaining its shape
n,body.n.2,body.n.4,body.n.2,torso.n.1,a natural object consisting of a dead animal or person,body of a dead animal or person,the body excluding the head and neck and limbs,the body excluding the head and neck and limbs
n,body.n.2,body.n.7,body.n.2,body.n.7,a natural object consisting of a dead animal or person,body of a dead animal or person,the external structure of a vehicle,the external structure of a vehicle
n,body.n.3,body.n.9,body.n.3,body.n.9,a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity,the central message of a communication,the central message of a communication
n,body.n.3,body.n.6,body.n.3,body.n.6,a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity,a collection of particulars considered as a system,a collection of particulars considered as a system
n,body.n.3,body.n.5,body.n.3,body.n.5,a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity,an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects
n,body.n.3,body.n.8,body.n.3,consistency.n.1,a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity,the property of holding together and retaining its shape,the property of holding together and retaining its shape
n,body.n.3,body.n.4,body.n.3,torso.n.1,a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity,the body excluding the head and neck and limbs,the body excluding the head and neck and limbs
n,body.n.3,body.n.7,body.n.3,body.n.7,a group of persons associated by some common tie or occupation and regarded as an entity,a group of persons associated by some common tie or occupation and regarded as an entity,the external structure of a vehicle,the external structure of a vehicle
n,body.n.9,body.n.6,body.n.9,body.n.6,the central message of a communication,the central message of a communication,a collection of particulars considered as a system,a collection of particulars considered as a system
n,body.n.9,body.n.5,body.n.9,body.n.5,the central message of a communication,the central message of a communication,an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects
n,body.n.9,body.n.8,body.n.9,consistency.n.1,the central message of a communication,the central message of a communication,the property of holding together and retaining its shape,the property of holding together and retaining its shape
n,body.n.9,body.n.4,body.n.9,torso.n.1,the central message of a communication,the central message of a communication,the body excluding the head and neck and limbs,the body excluding the head and neck and limbs
n,body.n.9,body.n.7,body.n.9,body.n.7,the central message of a communication,the central message of a communication,the external structure of a vehicle,the external structure of a vehicle
n,body.n.6,body.n.5,body.n.6,body.n.5,a collection of particulars considered as a system,a collection of particulars considered as a system,an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects
n,body.n.6,body.n.8,body.n.6,consistency.n.1,a collection of particulars considered as a system,a collection of particulars considered as a system,the property of holding together and retaining its shape,the property of holding together and retaining its shape
n,body.n.6,body.n.4,body.n.6,torso.n.1,a collection of particulars considered as a system,a collection of particulars considered as a system,the body excluding the head and neck and limbs,the body excluding the head and neck and limbs
n,body.n.6,body.n.7,body.n.6,body.n.7,a collection of particulars considered as a system,a collection of particulars considered as a system,the external structure of a vehicle,the external structure of a vehicle
n,body.n.5,body.n.8,body.n.5,consistency.n.1,an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects,the property of holding together and retaining its shape,the property of holding together and retaining its shape
n,body.n.5,body.n.4,body.n.5,torso.n.1,an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects,the body excluding the head and neck and limbs,the body excluding the head and neck and limbs
n,body.n.5,body.n.7,body.n.5,body.n.7,an individual 3-dimensional object that has mass and that is distinguishable from other objects,an individual 3-dimensional object that has mass and that is distinguishable from other objects,the external structure of a vehicle,the external structure of a vehicle
n,body.n.8,body.n.4,consistency.n.1,torso.n.1,the property of holding together and retaining its shape,the property of holding together and retaining its shape,the body excluding the head and neck and limbs,the body excluding the head and neck and limbs
n,body.n.8,body.n.7,consistency.n.1,body.n.7,the property of holding together and retaining its shape,the property of holding together and retaining its shape,the external structure of a vehicle,the external structure of a vehicle
n,body.n.4,body.n.7,torso.n.1,body.n.7,the body excluding the head and neck and limbs,the body excluding the head and neck and limbs,the external structure of a vehicle,the external structure of a vehicle
n,manufacturer.n.1,manufacturer.n.2,manufacturer.n.1,manufacturer.n.2,a business engaged in manufacturing some product,a business engaged in manufacturing some product,someone who manufactures something,someone who manufactures something
n,sweep.n.1,sweep.n.6,sweep.n.1,sweep.n.6,a wide scope,a wide scope,a movement in an arc,a movement in an arc
n,sweep.n.1,sweep.n.3,sweep.n.1,slam.n.1,a wide scope,a wide scope,winning all or all but one of the tricks in bridge,winning all or all but one of the tricks in bridge
n,sweep.n.1,sweep.n.2,sweep.n.1,chimneysweeper.n.1,a wide scope,a wide scope,someone who cleans soot from chimneys,someone who cleans soot from chimneys
n,sweep.n.1,sweep.n.4,sweep.n.1,sweep.n.4,a wide scope,a wide scope,a long oar used in an open boat,a long oar used in an open boat
n,sweep.n.1,sweep.n.5,sweep.n.1,end_run.n.1,a wide scope,a wide scope,(American football) an attempt to advance the ball by running around the end of the line,(football) an attempt to advance the ball by running around the end of the line
n,sweep.n.6,sweep.n.3,sweep.n.6,slam.n.1,a movement in an arc,a movement in an arc,winning all or all but one of the tricks in bridge,winning all or all but one of the tricks in bridge
n,sweep.n.6,sweep.n.2,sweep.n.6,chimneysweeper.n.1,a movement in an arc,a movement in an arc,someone who cleans soot from chimneys,someone who cleans soot from chimneys
n,sweep.n.6,sweep.n.4,sweep.n.6,sweep.n.4,a movement in an arc,a movement in an arc,a long oar used in an open boat,a long oar used in an open boat
n,sweep.n.6,sweep.n.5,sweep.n.6,end_run.n.1,a movement in an arc,a movement in an arc,(American football) an attempt to advance the ball by running around the end of the line,(football) an attempt to advance the ball by running around the end of the line
n,sweep.n.3,sweep.n.2,slam.n.1,chimneysweeper.n.1,winning all or all but one of the tricks in bridge,winning all or all but one of the tricks in bridge,someone who cleans soot from chimneys,someone who cleans soot from chimneys
n,sweep.n.3,sweep.n.4,slam.n.1,sweep.n.4,winning all or all but one of the tricks in bridge,winning all or all but one of the tricks in bridge,a long oar used in an open boat,a long oar used in an open boat
n,sweep.n.3,sweep.n.5,slam.n.1,end_run.n.1,winning all or all but one of the tricks in bridge,winning all or all but one of the tricks in bridge,(American football) an attempt to advance the ball by running around the end of the line,(football) an attempt to advance the ball by running around the end of the line
n,sweep.n.2,sweep.n.4,chimneysweeper.n.1,sweep.n.4,someone who cleans soot from chimneys,someone who cleans soot from chimneys,a long oar used in an open boat,a long oar used in an open boat
n,sweep.n.2,sweep.n.5,chimneysweeper.n.1,end_run.n.1,someone who cleans soot from chimneys,someone who cleans soot from chimneys,(American football) an attempt to advance the ball by running around the end of the line,(football) an attempt to advance the ball by running around the end of the line
n,sweep.n.4,sweep.n.5,sweep.n.4,end_run.n.1,a long oar used in an open boat,a long oar used in an open boat,(American football) an attempt to advance the ball by running around the end of the line,(football) an attempt to advance the ball by running around the end of the line
n,rally.n.1,rally.n.4,rally.n.1,rally.n.4,a large gathering of people intended to arouse enthusiasm,a large gathering of people intended to arouse enthusiasm,an automobile race run over public roads,an automobile race run over public roads
n,rally.n.1,rally.n.5,rally.n.1,,a large gathering of people intended to arouse enthusiasm,a large gathering of people intended to arouse enthusiasm,(sports) an unbroken sequence of several successive strokes,an exchange of several tennis strokes
n,rally.n.1,rally.n.2,rally.n.1,rally.n.2,a large gathering of people intended to arouse enthusiasm,a large gathering of people intended to arouse enthusiasm,the feat of mustering strength for a renewed effort,the feat of mustering strength for a renewed effort
n,rally.n.1,rally.n.3,rally.n.1,rally.n.3,a large gathering of people intended to arouse enthusiasm,a large gathering of people intended to arouse enthusiasm,a marked recovery of strength or spirits during an illness,a marked recovery of strength or spirits during an illness
n,rally.n.4,rally.n.5,rally.n.4,,an automobile race run over public roads,an automobile race run over public roads,(sports) an unbroken sequence of several successive strokes,an exchange of several tennis strokes
n,rally.n.4,rally.n.2,rally.n.4,rally.n.2,an automobile race run over public roads,an automobile race run over public roads,the feat of mustering strength for a renewed effort,the feat of mustering strength for a renewed effort
n,rally.n.4,rally.n.3,rally.n.4,rally.n.3,an automobile race run over public roads,an automobile race run over public roads,a marked recovery of strength or spirits during an illness,a marked recovery of strength or spirits during an illness
n,rally.n.5,rally.n.2,,rally.n.2,(sports) an unbroken sequence of several successive strokes,an exchange of several tennis strokes,the feat of mustering strength for a renewed effort,the feat of mustering strength for a renewed effort
n,rally.n.5,rally.n.3,,rally.n.3,(sports) an unbroken sequence of several successive strokes,an exchange of several tennis strokes,a marked recovery of strength or spirits during an illness,a marked recovery of strength or spirits during an illness
n,rally.n.2,rally.n.3,rally.n.2,rally.n.3,the feat of mustering strength for a renewed effort,the feat of mustering strength for a renewed effort,a marked recovery of strength or spirits during an illness,a marked recovery of strength or spirits during an illness
n,society.n.1,society.n.2,society.n.1,club.n.2,an extended social group having a distinctive cultural and economic organization,an extended social group having a distinctive cultural and economic organization,a formal association of people with similar interests,a formal association of people with similar interests
n,society.n.1,society.n.3,society.n.1,company.n.3,an extended social group having a distinctive cultural and economic organization,an extended social group having a distinctive cultural and economic organization,the state of being with someone,the state of being with someone
n,society.n.1,society.n.4,society.n.1,society.n.4,an extended social group having a distinctive cultural and economic organization,an extended social group having a distinctive cultural and economic organization,the fashionable elite,the fashionable elite
n,society.n.2,society.n.3,club.n.2,company.n.3,a formal association of people with similar interests,a formal association of people with similar interests,the state of being with someone,the state of being with someone
n,society.n.2,society.n.4,club.n.2,society.n.4,a formal association of people with similar interests,a formal association of people with similar interests,the fashionable elite,the fashionable elite
n,society.n.3,society.n.4,company.n.3,society.n.4,the state of being with someone,the state of being with someone,the fashionable elite,the fashionable elite
n,bounty.n.1,bounty.n.2,bounty.n.1,amplitude.n.2,payment or reward (especially from a government) for acts such as catching criminals or killing predatory animals or enlisting in the military,payment or reward (esp from a government) for acts such as catching criminals or killing predatory animals or enlisting in the military,the property of copious abundance,the property of copious abundance
n,bounty.n.1,bounty.n.3,bounty.n.1,bounty.n.3,payment or reward (especially from a government) for acts such as catching criminals or killing predatory animals or enlisting in the military,payment or reward (esp from a government) for acts such as catching criminals or killing predatory animals or enlisting in the military,generosity evidenced by a willingness to give freely,generosity evidenced by a willingness to give freely
n,bounty.n.2,bounty.n.3,amplitude.n.2,bounty.n.3,the property of copious abundance,the property of copious abundance,generosity evidenced by a willingness to give freely,generosity evidenced by a willingness to give freely
n,space.n.1,space.n.5,,distance.n.5,the unlimited expanse in which everything is located,the unlimited 3-dimensional expanse in which everything is located,the interval between two times,the interval between two times
n,space.n.1,space.n.4,,space.n.6,the unlimited expanse in which everything is located,the unlimited 3-dimensional expanse in which everything is located,a blank character used to separate successive words in writing or printing,a blank character used to separate successive words in writing or printing
n,space.n.1,space.n.8,,quad.n.3,the unlimited expanse in which everything is located,the unlimited 3-dimensional expanse in which everything is located,(printing) a block of type without a raised letter; used for spacing between words,(printing) a block of type without a raised letter; used for spacing between words
n,space.n.1,space.n.6,,space.n.8,the unlimited expanse in which everything is located,the unlimited 3-dimensional expanse in which everything is located,a blank area,a blank area
n,space.n.1,space.n.7,,space.n.9,the unlimited expanse in which everything is located,the unlimited 3-dimensional expanse in which everything is located,one of the areas between or below or above the lines of a musical staff,one of the areas between or below or above the lines of a musical staff
n,space.n.5,space.n.4,distance.n.5,space.n.6,the interval between two times,the interval between two times,a blank character used to separate successive words in writing or printing,a blank character used to separate successive words in writing or printing
n,space.n.5,space.n.8,distance.n.5,quad.n.3,the interval between two times,the interval between two times,(printing) a block of type without a raised letter; used for spacing between words,(printing) a block of type without a raised letter; used for spacing between words
n,space.n.5,space.n.6,distance.n.5,space.n.8,the interval between two times,the interval between two times,a blank area,a blank area
n,space.n.5,space.n.7,distance.n.5,space.n.9,the interval between two times,the interval between two times,one of the areas between or below or above the lines of a musical staff,one of the areas between or below or above the lines of a musical staff
n,space.n.4,space.n.8,space.n.6,quad.n.3,a blank character used to separate successive words in writing or printing,a blank character used to separate successive words in writing or printing,(printing) a block of type without a raised letter; used for spacing between words,(printing) a block of type without a raised letter; used for spacing between words
n,space.n.4,space.n.6,space.n.6,space.n.8,a blank character used to separate successive words in writing or printing,a blank character used to separate successive words in writing or printing,a blank area,a blank area
n,space.n.4,space.n.7,space.n.6,space.n.9,a blank character used to separate successive words in writing or printing,a blank character used to separate successive words in writing or printing,one of the areas between or below or above the lines of a musical staff,one of the areas between or below or above the lines of a musical staff
n,space.n.8,space.n.6,quad.n.3,space.n.8,(printing) a block of type without a raised letter; used for spacing between words,(printing) a block of type without a raised letter; used for spacing between words,a blank area,a blank area
n,space.n.8,space.n.7,quad.n.3,space.n.9,(printing) a block of type without a raised letter; used for spacing between words,(printing) a block of type without a raised letter; used for spacing between words,one of the areas between or below or above the lines of a musical staff,one of the areas between or below or above the lines of a musical staff
n,space.n.6,space.n.7,space.n.8,space.n.9,a blank area,a blank area,one of the areas between or below or above the lines of a musical staff,one of the areas between or below or above the lines of a musical staff
n,bond.n.2,bond.n.3,bond.n.2,alliance.n.2,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,an interest-bearing (or discounted) certificate of debt issued by a government or corporation in order to raise money,a connection based on kinship or marriage or common interest,a connection based on kinship or marriage or common interest:
n,bond.n.2,bond.n.4,bond.n.2,bail.n.1,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,an interest-bearing (or discounted) certificate of debt issued by a government or corporation in order to raise money,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial
n,bond.n.2,bond.n.7,bond.n.2,bond.n.7,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,an interest-bearing (or discounted) certificate of debt issued by a government or corporation in order to raise money,a superior quality of strong durable white writing paper; originally made for printing documents,a superior quality of strong durable white writing paper; originally made for printing documents
n,bond.n.2,bond.n.1,bond.n.2,chemical_bond.n.1,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,an interest-bearing (or discounted) certificate of debt issued by a government or corporation in order to raise money,an electrical force linking atoms,an electrical force linking atoms
n,bond.n.2,bond.n.10,bond.n.2,adhesiveness.n.1,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,an interest-bearing (or discounted) certificate of debt issued by a government or corporation in order to raise money,the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,the property of sticking together (as of glue and wood)
n,bond.n.2,bond.n.5,bond.n.2,shackle.n.1,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,an interest-bearing (or discounted) certificate of debt issued by a government or corporation in order to raise money,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),anything that restrains (especially something used to tie down or restrain a prisoner)
n,bond.n.2,bond.n.6,bond.n.2,attachment.n.3,a certificate of debt (usually interest-bearing or discounted) that is issued by a government or corporation in order to raise money; the issuer is required to pay a fixed sum annually until maturity and then a fixed sum to repay the principal,an interest-bearing (or discounted) certificate of debt issued by a government or corporation in order to raise money,a connection that fastens things together,a connection that fastens things together
n,bond.n.3,bond.n.4,alliance.n.2,bail.n.1,a connection based on kinship or marriage or common interest,a connection based on kinship or marriage or common interest:,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial
n,bond.n.3,bond.n.7,alliance.n.2,bond.n.7,a connection based on kinship or marriage or common interest,a connection based on kinship or marriage or common interest:,a superior quality of strong durable white writing paper; originally made for printing documents,a superior quality of strong durable white writing paper; originally made for printing documents
n,bond.n.3,bond.n.1,alliance.n.2,chemical_bond.n.1,a connection based on kinship or marriage or common interest,a connection based on kinship or marriage or common interest:,an electrical force linking atoms,an electrical force linking atoms
n,bond.n.3,bond.n.10,alliance.n.2,adhesiveness.n.1,a connection based on kinship or marriage or common interest,a connection based on kinship or marriage or common interest:,the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,the property of sticking together (as of glue and wood)
n,bond.n.3,bond.n.5,alliance.n.2,shackle.n.1,a connection based on kinship or marriage or common interest,a connection based on kinship or marriage or common interest:,a restraint that confines or restricts freedom (especially something used to tie down or restrain a prisoner),anything that restrains (especially something used to tie down or restrain a prisoner)
n,bond.n.3,bond.n.6,alliance.n.2,attachment.n.3,a connection based on kinship or marriage or common interest,a connection based on kinship or marriage or common interest:,a connection that fastens things together,a connection that fastens things together
n,bond.n.4,bond.n.7,bail.n.1,bond.n.7,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,a superior quality of strong durable white writing paper; originally made for printing documents,a superior quality of strong durable white writing paper; originally made for printing documents
n,bond.n.4,bond.n.1,bail.n.1,chemical_bond.n.1,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,an electrical force linking atoms,an electrical force linking atoms
n,bond.n.4,bond.n.10,bail.n.1,adhesiveness.n.1,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial,the property of sticking together (as of glue and wood) or the joining of surfaces of different composition,the property of sticking together (as of glue and wood)
