Pos,sense1_key17,sense1_wn17,sense2_wn17,sense2_key17,sense1_wn21,sense2_wn21,offset1_wn21,offset2_wn21,sense1_wn17_def,sense1_wn21_def,sense2_wn17_def,sense2_wn21_def,Merge,selse2
v,carry%2:33:02::,carry.v.36,carry.v.33,carry%2:34:01::,carry#v#37,carry#v#34,01090663-v,01191790-v,,secure the passage or adoption (of bills and motions),,be able to feed,not-merged,carry#v#37-carry#v#34
v,carry%2:33:02::,carry.v.36,carry.v.30,carry%2:36:08::,carry#v#37,carry#v#31,01090663-v,01725019-v,,secure the passage or adoption (of bills and motions),,bear (a crop),not-merged,carry#v#37-carry#v#31
v,carry%2:33:02::,carry.v.36,carry.v.24,carry%2:41:12::,carry#v#37,carry#v#25,01090663-v,02531370-v,,secure the passage or adoption (of bills and motions),,take further or advance,not-merged,carry#v#37-carry#v#25
v,carry%2:33:02::,carry.v.36,carry.v.29,carry%2:38:07::,carry#v#37,carry#v#30,01090663-v,01983456-v,,secure the passage or adoption (of bills and motions),,pursue a line of scent or be a bearer,not-merged,carry#v#37-carry#v#30
v,carry%2:33:02::,carry.v.36,carry.v.32,carry%2:34:00::,carry#v#37,carry#v#33,01090663-v,01193869-v,,secure the passage or adoption (of bills and motions),,drink alcohol without showing ill effects,not-merged,carry#v#37-carry#v#33
v,carry%2:33:02::,carry.v.36,carry.v.38,carry%2:32:00::,carry#v#37,carry#v#39,01090663-v,01039070-v,,secure the passage or adoption (of bills and motions),,sing or play against other voices or parts,not-merged,carry#v#37-carry#v#39
v,carry%2:40:04::,carry.v.26,carry.v.37,carry%2:33:12::,carry#v#27,carry#v#38,02282104-v,01089764-v,,capture after a fight,,be successful in,merged,carry#v#27-carry#v#38
v,carry%2:40:04::,carry.v.26,carry.v.12,carry%2:31:12::,carry#v#27,carry#v#12,02282104-v,00730605-v,,capture after a fight,,"include, as on a list",not-merged,carry#v#27-carry#v#12
v,carry%2:40:04::,carry.v.26,carry.v.15,carry%2:36:00::,carry#v#27,carry#v#15,02282104-v,01731023-v,,capture after a fight,,include as the content; broadcast or publicize,not-merged,carry#v#27-carry#v#15
v,carry%2:40:04::,carry.v.26,carry.v.34,carry%2:33:04::,carry#v#27,carry#v#35,02282104-v,01112845-v,,capture after a fight,,have a certain range,not-merged,carry#v#27-carry#v#35
v,carry%2:40:04::,carry.v.26,carry.v.19,carry%2:42:15::,carry#v#27,carry#v#19,02282104-v,02717005-v,,capture after a fight,,be conveyed over a certain distance,not-merged,carry#v#27-carry#v#19
v,carry%2:40:04::,carry.v.26,carry.v.35,carry%2:33:03::,carry#v#27,carry#v#36,02282104-v,01112651-v,,capture after a fight,,cover a certain distance or advance beyond,not-merged,carry#v#27-carry#v#36
v,carry%2:40:04::,carry.v.26,carry.v.28,carry%2:38:10::,carry#v#27,carry#v#29,02282104-v,01994481-v,,capture after a fight,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",not-merged,carry#v#27-carry#v#29
v,carry%2:40:04::,carry.v.26,carry.v.33,carry%2:34:01::,carry#v#27,carry#v#34,02282104-v,01191790-v,,capture after a fight,,be able to feed,not-merged,carry#v#27-carry#v#34
v,carry%2:40:04::,carry.v.26,carry.v.30,carry%2:36:08::,carry#v#27,carry#v#31,02282104-v,01725019-v,,capture after a fight,,bear (a crop),not-merged,carry#v#27-carry#v#31
v,carry%2:40:04::,carry.v.26,carry.v.24,carry%2:41:12::,carry#v#27,carry#v#25,02282104-v,02531370-v,,capture after a fight,,take further or advance,not-merged,carry#v#27-carry#v#25
v,carry%2:40:04::,carry.v.26,carry.v.29,carry%2:38:07::,carry#v#27,carry#v#30,02282104-v,01983456-v,,capture after a fight,,pursue a line of scent or be a bearer,not-merged,carry#v#27-carry#v#30
v,carry%2:40:04::,carry.v.26,carry.v.32,carry%2:34:00::,carry#v#27,carry#v#33,02282104-v,01193869-v,,capture after a fight,,drink alcohol without showing ill effects,not-merged,carry#v#27-carry#v#33
v,carry%2:40:04::,carry.v.26,carry.v.38,carry%2:32:00::,carry#v#27,carry#v#39,02282104-v,01039070-v,,capture after a fight,,sing or play against other voices or parts,not-merged,carry#v#27-carry#v#39
v,carry%2:33:12::,carry.v.37,carry.v.12,carry%2:31:12::,carry#v#38,carry#v#12,01089764-v,00730605-v,,be successful in,,"include, as on a list",not-merged,carry#v#38-carry#v#12
v,carry%2:33:12::,carry.v.37,carry.v.15,carry%2:36:00::,carry#v#38,carry#v#15,01089764-v,01731023-v,,be successful in,,include as the content; broadcast or publicize,not-merged,carry#v#38-carry#v#15
v,carry%2:33:12::,carry.v.37,carry.v.34,carry%2:33:04::,carry#v#38,carry#v#35,01089764-v,01112845-v,,be successful in,,have a certain range,not-merged,carry#v#38-carry#v#35
v,carry%2:33:12::,carry.v.37,carry.v.19,carry%2:42:15::,carry#v#38,carry#v#19,01089764-v,02717005-v,,be successful in,,be conveyed over a certain distance,not-merged,carry#v#38-carry#v#19
v,carry%2:33:12::,carry.v.37,carry.v.35,carry%2:33:03::,carry#v#38,carry#v#36,01089764-v,01112651-v,,be successful in,,cover a certain distance or advance beyond,not-merged,carry#v#38-carry#v#36
v,carry%2:33:12::,carry.v.37,carry.v.28,carry%2:38:10::,carry#v#38,carry#v#29,01089764-v,01994481-v,,be successful in,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",not-merged,carry#v#38-carry#v#29
v,carry%2:33:12::,carry.v.37,carry.v.33,carry%2:34:01::,carry#v#38,carry#v#34,01089764-v,01191790-v,,be successful in,,be able to feed,not-merged,carry#v#38-carry#v#34
v,carry%2:33:12::,carry.v.37,carry.v.30,carry%2:36:08::,carry#v#38,carry#v#31,01089764-v,01725019-v,,be successful in,,bear (a crop),not-merged,carry#v#38-carry#v#31
v,carry%2:33:12::,carry.v.37,carry.v.24,carry%2:41:12::,carry#v#38,carry#v#25,01089764-v,02531370-v,,be successful in,,take further or advance,not-merged,carry#v#38-carry#v#25
v,carry%2:33:12::,carry.v.37,carry.v.29,carry%2:38:07::,carry#v#38,carry#v#30,01089764-v,01983456-v,,be successful in,,pursue a line of scent or be a bearer,not-merged,carry#v#38-carry#v#30
v,carry%2:33:12::,carry.v.37,carry.v.32,carry%2:34:00::,carry#v#38,carry#v#33,01089764-v,01193869-v,,be successful in,,drink alcohol without showing ill effects,not-merged,carry#v#38-carry#v#33
v,carry%2:33:12::,carry.v.37,carry.v.38,carry%2:32:00::,carry#v#38,carry#v#39,01089764-v,01039070-v,,be successful in,,sing or play against other voices or parts,not-merged,carry#v#38-carry#v#39
v,carry%2:31:12::,carry.v.12,carry.v.15,carry%2:36:00::,carry#v#12,carry#v#15,00730605-v,01731023-v,,"include, as on a list",,include as the content; broadcast or publicize,merged,carry#v#12-carry#v#15
v,carry%2:31:12::,carry.v.12,carry.v.34,carry%2:33:04::,carry#v#12,carry#v#35,00730605-v,01112845-v,,"include, as on a list",,have a certain range,not-merged,carry#v#12-carry#v#35
v,carry%2:31:12::,carry.v.12,carry.v.19,carry%2:42:15::,carry#v#12,carry#v#19,00730605-v,02717005-v,,"include, as on a list",,be conveyed over a certain distance,not-merged,carry#v#12-carry#v#19
v,carry%2:31:12::,carry.v.12,carry.v.35,carry%2:33:03::,carry#v#12,carry#v#36,00730605-v,01112651-v,,"include, as on a list",,cover a certain distance or advance beyond,not-merged,carry#v#12-carry#v#36
v,carry%2:31:12::,carry.v.12,carry.v.28,carry%2:38:10::,carry#v#12,carry#v#29,00730605-v,01994481-v,,"include, as on a list",,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",not-merged,carry#v#12-carry#v#29
v,carry%2:31:12::,carry.v.12,carry.v.33,carry%2:34:01::,carry#v#12,carry#v#34,00730605-v,01191790-v,,"include, as on a list",,be able to feed,not-merged,carry#v#12-carry#v#34
v,carry%2:31:12::,carry.v.12,carry.v.30,carry%2:36:08::,carry#v#12,carry#v#31,00730605-v,01725019-v,,"include, as on a list",,bear (a crop),not-merged,carry#v#12-carry#v#31
v,carry%2:31:12::,carry.v.12,carry.v.24,carry%2:41:12::,carry#v#12,carry#v#25,00730605-v,02531370-v,,"include, as on a list",,take further or advance,not-merged,carry#v#12-carry#v#25
v,carry%2:31:12::,carry.v.12,carry.v.29,carry%2:38:07::,carry#v#12,carry#v#30,00730605-v,01983456-v,,"include, as on a list",,pursue a line of scent or be a bearer,not-merged,carry#v#12-carry#v#30
v,carry%2:31:12::,carry.v.12,carry.v.32,carry%2:34:00::,carry#v#12,carry#v#33,00730605-v,01193869-v,,"include, as on a list",,drink alcohol without showing ill effects,not-merged,carry#v#12-carry#v#33
v,carry%2:31:12::,carry.v.12,carry.v.38,carry%2:32:00::,carry#v#12,carry#v#39,00730605-v,01039070-v,,"include, as on a list",,sing or play against other voices or parts,not-merged,carry#v#12-carry#v#39
v,carry%2:36:00::,carry.v.15,carry.v.34,carry%2:33:04::,carry#v#15,carry#v#35,01731023-v,01112845-v,,include as the content; broadcast or publicize,,have a certain range,not-merged,carry#v#15-carry#v#35
v,carry%2:36:00::,carry.v.15,carry.v.19,carry%2:42:15::,carry#v#15,carry#v#19,01731023-v,02717005-v,,include as the content; broadcast or publicize,,be conveyed over a certain distance,not-merged,carry#v#15-carry#v#19
v,carry%2:36:00::,carry.v.15,carry.v.35,carry%2:33:03::,carry#v#15,carry#v#36,01731023-v,01112651-v,,include as the content; broadcast or publicize,,cover a certain distance or advance beyond,not-merged,carry#v#15-carry#v#36
v,carry%2:36:00::,carry.v.15,carry.v.28,carry%2:38:10::,carry#v#15,carry#v#29,01731023-v,01994481-v,,include as the content; broadcast or publicize,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",not-merged,carry#v#15-carry#v#29
v,carry%2:36:00::,carry.v.15,carry.v.33,carry%2:34:01::,carry#v#15,carry#v#34,01731023-v,01191790-v,,include as the content; broadcast or publicize,,be able to feed,not-merged,carry#v#15-carry#v#34
v,carry%2:36:00::,carry.v.15,carry.v.30,carry%2:36:08::,carry#v#15,carry#v#31,01731023-v,01725019-v,,include as the content; broadcast or publicize,,bear (a crop),not-merged,carry#v#15-carry#v#31
v,carry%2:36:00::,carry.v.15,carry.v.24,carry%2:41:12::,carry#v#15,carry#v#25,01731023-v,02531370-v,,include as the content; broadcast or publicize,,take further or advance,not-merged,carry#v#15-carry#v#25
v,carry%2:36:00::,carry.v.15,carry.v.29,carry%2:38:07::,carry#v#15,carry#v#30,01731023-v,01983456-v,,include as the content; broadcast or publicize,,pursue a line of scent or be a bearer,not-merged,carry#v#15-carry#v#30
v,carry%2:36:00::,carry.v.15,carry.v.32,carry%2:34:00::,carry#v#15,carry#v#33,01731023-v,01193869-v,,include as the content; broadcast or publicize,,drink alcohol without showing ill effects,not-merged,carry#v#15-carry#v#33
v,carry%2:36:00::,carry.v.15,carry.v.38,carry%2:32:00::,carry#v#15,carry#v#39,01731023-v,01039070-v,,include as the content; broadcast or publicize,,sing or play against other voices or parts,not-merged,carry#v#15-carry#v#39
v,carry%2:33:04::,carry.v.34,carry.v.19,carry%2:42:15::,carry#v#35,carry#v#19,01112845-v,02717005-v,,have a certain range,,be conveyed over a certain distance,merged,carry#v#35-carry#v#19
v,carry%2:33:04::,carry.v.34,carry.v.35,carry%2:33:03::,carry#v#35,carry#v#36,01112845-v,01112651-v,,have a certain range,,cover a certain distance or advance beyond,merged,carry#v#35-carry#v#36
v,carry%2:33:04::,carry.v.34,carry.v.28,carry%2:38:10::,carry#v#35,carry#v#29,01112845-v,01994481-v,,have a certain range,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",not-merged,carry#v#35-carry#v#29
v,carry%2:33:04::,carry.v.34,carry.v.33,carry%2:34:01::,carry#v#35,carry#v#34,01112845-v,01191790-v,,have a certain range,,be able to feed,not-merged,carry#v#35-carry#v#34
v,carry%2:33:04::,carry.v.34,carry.v.30,carry%2:36:08::,carry#v#35,carry#v#31,01112845-v,01725019-v,,have a certain range,,bear (a crop),not-merged,carry#v#35-carry#v#31
v,carry%2:33:04::,carry.v.34,carry.v.24,carry%2:41:12::,carry#v#35,carry#v#25,01112845-v,02531370-v,,have a certain range,,take further or advance,not-merged,carry#v#35-carry#v#25
v,carry%2:33:04::,carry.v.34,carry.v.29,carry%2:38:07::,carry#v#35,carry#v#30,01112845-v,01983456-v,,have a certain range,,pursue a line of scent or be a bearer,not-merged,carry#v#35-carry#v#30
v,carry%2:33:04::,carry.v.34,carry.v.32,carry%2:34:00::,carry#v#35,carry#v#33,01112845-v,01193869-v,,have a certain range,,drink alcohol without showing ill effects,not-merged,carry#v#35-carry#v#33
v,carry%2:33:04::,carry.v.34,carry.v.38,carry%2:32:00::,carry#v#35,carry#v#39,01112845-v,01039070-v,,have a certain range,,sing or play against other voices or parts,not-merged,carry#v#35-carry#v#39
v,carry%2:42:15::,carry.v.19,carry.v.35,carry%2:33:03::,carry#v#19,carry#v#36,02717005-v,01112651-v,,be conveyed over a certain distance,,cover a certain distance or advance beyond,merged,carry#v#19-carry#v#36
v,carry%2:42:15::,carry.v.19,carry.v.28,carry%2:38:10::,carry#v#19,carry#v#29,02717005-v,01994481-v,,be conveyed over a certain distance,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",not-merged,carry#v#19-carry#v#29
v,carry%2:42:15::,carry.v.19,carry.v.33,carry%2:34:01::,carry#v#19,carry#v#34,02717005-v,01191790-v,,be conveyed over a certain distance,,be able to feed,not-merged,carry#v#19-carry#v#34
v,carry%2:42:15::,carry.v.19,carry.v.30,carry%2:36:08::,carry#v#19,carry#v#31,02717005-v,01725019-v,,be conveyed over a certain distance,,bear (a crop),not-merged,carry#v#19-carry#v#31
v,carry%2:42:15::,carry.v.19,carry.v.24,carry%2:41:12::,carry#v#19,carry#v#25,02717005-v,02531370-v,,be conveyed over a certain distance,,take further or advance,not-merged,carry#v#19-carry#v#25
v,carry%2:42:15::,carry.v.19,carry.v.29,carry%2:38:07::,carry#v#19,carry#v#30,02717005-v,01983456-v,,be conveyed over a certain distance,,pursue a line of scent or be a bearer,not-merged,carry#v#19-carry#v#30
v,carry%2:42:15::,carry.v.19,carry.v.32,carry%2:34:00::,carry#v#19,carry#v#33,02717005-v,01193869-v,,be conveyed over a certain distance,,drink alcohol without showing ill effects,not-merged,carry#v#19-carry#v#33
v,carry%2:42:15::,carry.v.19,carry.v.38,carry%2:32:00::,carry#v#19,carry#v#39,02717005-v,01039070-v,,be conveyed over a certain distance,,sing or play against other voices or parts,not-merged,carry#v#19-carry#v#39
v,carry%2:33:03::,carry.v.35,carry.v.28,carry%2:38:10::,carry#v#36,carry#v#29,01112651-v,01994481-v,,cover a certain distance or advance beyond,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",not-merged,carry#v#36-carry#v#29
v,carry%2:33:03::,carry.v.35,carry.v.33,carry%2:34:01::,carry#v#36,carry#v#34,01112651-v,01191790-v,,cover a certain distance or advance beyond,,be able to feed,not-merged,carry#v#36-carry#v#34
v,carry%2:33:03::,carry.v.35,carry.v.30,carry%2:36:08::,carry#v#36,carry#v#31,01112651-v,01725019-v,,cover a certain distance or advance beyond,,bear (a crop),not-merged,carry#v#36-carry#v#31
v,carry%2:33:03::,carry.v.35,carry.v.24,carry%2:41:12::,carry#v#36,carry#v#25,01112651-v,02531370-v,,cover a certain distance or advance beyond,,take further or advance,not-merged,carry#v#36-carry#v#25
v,carry%2:33:03::,carry.v.35,carry.v.29,carry%2:38:07::,carry#v#36,carry#v#30,01112651-v,01983456-v,,cover a certain distance or advance beyond,,pursue a line of scent or be a bearer,not-merged,carry#v#36-carry#v#30
v,carry%2:33:03::,carry.v.35,carry.v.32,carry%2:34:00::,carry#v#36,carry#v#33,01112651-v,01193869-v,,cover a certain distance or advance beyond,,drink alcohol without showing ill effects,not-merged,carry#v#36-carry#v#33
v,carry%2:33:03::,carry.v.35,carry.v.38,carry%2:32:00::,carry#v#36,carry#v#39,01112651-v,01039070-v,,cover a certain distance or advance beyond,,sing or play against other voices or parts,not-merged,carry#v#36-carry#v#39
v,carry%2:38:10::,carry.v.28,carry.v.33,carry%2:34:01::,carry#v#29,carry#v#34,01994481-v,01191790-v,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",,be able to feed,not-merged,carry#v#29-carry#v#34
v,carry%2:38:10::,carry.v.28,carry.v.30,carry%2:36:08::,carry#v#29,carry#v#31,01994481-v,01725019-v,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",,bear (a crop),not-merged,carry#v#29-carry#v#31
v,carry%2:38:10::,carry.v.28,carry.v.24,carry%2:41:12::,carry#v#29,carry#v#25,01994481-v,02531370-v,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",,take further or advance,not-merged,carry#v#29-carry#v#25
v,carry%2:38:10::,carry.v.28,carry.v.29,carry%2:38:07::,carry#v#29,carry#v#30,01994481-v,01983456-v,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",,pursue a line of scent or be a bearer,not-merged,carry#v#29-carry#v#30
v,carry%2:38:10::,carry.v.28,carry.v.32,carry%2:34:00::,carry#v#29,carry#v#33,01994481-v,01193869-v,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",,drink alcohol without showing ill effects,not-merged,carry#v#29-carry#v#33
v,carry%2:38:10::,carry.v.28,carry.v.38,carry%2:32:00::,carry#v#29,carry#v#39,01994481-v,01039070-v,,"transfer (a number, cipher, or remainder) to the next column or unit's place before or after, in addition or multiplication",,sing or play against other voices or parts,not-merged,carry#v#29-carry#v#39
v,carry%2:34:01::,carry.v.33,carry.v.30,carry%2:36:08::,carry#v#34,carry#v#31,01191790-v,01725019-v,,be able to feed,,bear (a crop),merged,carry#v#34-carry#v#31
v,carry%2:34:01::,carry.v.33,carry.v.24,carry%2:41:12::,carry#v#34,carry#v#25,01191790-v,02531370-v,,be able to feed,,take further or advance,not-merged,carry#v#34-carry#v#25
v,carry%2:34:01::,carry.v.33,carry.v.29,carry%2:38:07::,carry#v#34,carry#v#30,01191790-v,01983456-v,,be able to feed,,pursue a line of scent or be a bearer,not-merged,carry#v#34-carry#v#30
v,carry%2:34:01::,carry.v.33,carry.v.32,carry%2:34:00::,carry#v#34,carry#v#33,01191790-v,01193869-v,,be able to feed,,drink alcohol without showing ill effects,not-merged,carry#v#34-carry#v#33
v,carry%2:34:01::,carry.v.33,carry.v.38,carry%2:32:00::,carry#v#34,carry#v#39,01191790-v,01039070-v,,be able to feed,,sing or play against other voices or parts,not-merged,carry#v#34-carry#v#39
v,carry%2:36:08::,carry.v.30,carry.v.24,carry%2:41:12::,carry#v#31,carry#v#25,01725019-v,02531370-v,,bear (a crop),,take further or advance,not-merged,carry#v#31-carry#v#25
v,carry%2:36:08::,carry.v.30,carry.v.29,carry%2:38:07::,carry#v#31,carry#v#30,01725019-v,01983456-v,,bear (a crop),,pursue a line of scent or be a bearer,not-merged,carry#v#31-carry#v#30
v,carry%2:36:08::,carry.v.30,carry.v.32,carry%2:34:00::,carry#v#31,carry#v#33,01725019-v,01193869-v,,bear (a crop),,drink alcohol without showing ill effects,not-merged,carry#v#31-carry#v#33
v,carry%2:36:08::,carry.v.30,carry.v.38,carry%2:32:00::,carry#v#31,carry#v#39,01725019-v,01039070-v,,bear (a crop),,sing or play against other voices or parts,not-merged,carry#v#31-carry#v#39
v,carry%2:41:12::,carry.v.24,carry.v.29,carry%2:38:07::,carry#v#25,carry#v#30,02531370-v,01983456-v,,take further or advance,,pursue a line of scent or be a bearer,not-merged,carry#v#25-carry#v#30
v,carry%2:41:12::,carry.v.24,carry.v.32,carry%2:34:00::,carry#v#25,carry#v#33,02531370-v,01193869-v,,take further or advance,,drink alcohol without showing ill effects,not-merged,carry#v#25-carry#v#33
v,carry%2:41:12::,carry.v.24,carry.v.38,carry%2:32:00::,carry#v#25,carry#v#39,02531370-v,01039070-v,,take further or advance,,sing or play against other voices or parts,not-merged,carry#v#25-carry#v#39
v,carry%2:38:07::,carry.v.29,carry.v.32,carry%2:34:00::,carry#v#30,carry#v#33,01983456-v,01193869-v,,pursue a line of scent or be a bearer,,drink alcohol without showing ill effects,not-merged,carry#v#30-carry#v#33
v,carry%2:38:07::,carry.v.29,carry.v.38,carry%2:32:00::,carry#v#30,carry#v#39,01983456-v,01039070-v,,pursue a line of scent or be a bearer,,sing or play against other voices or parts,not-merged,carry#v#30-carry#v#39
v,carry%2:34:00::,carry.v.32,carry.v.38,carry%2:32:00::,carry#v#33,carry#v#39,01193869-v,01039070-v,,drink alcohol without showing ill effects,,sing or play against other voices or parts,not-merged,carry#v#33-carry#v#39
n,air%1:15:00::,air.n.03,air.n.01,air%1:27:00::,air#n#03,air#n#01,08532563-n,14645770-n,,the region above the ground,,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,merged,air#n#03-air#n#01
n,air%1:15:00::,air.n.03,air.n.08,air%1:27:01::,air#n#03,air#n#09,08532563-n,14647206-n,,the region above the ground,,once thought to be one of four elements composing the universe (Empedocles),merged,air#n#03-air#n#09
n,air%1:15:00::,air.n.03,air.n.05,air%1:10:02::,air#n#03,air#n#04,08532563-n,06173459-n,,the region above the ground,,medium for radio and television broadcasting,not-merged,air#n#03-air#n#04
n,air%1:15:00::,air.n.03,air.n.04,air%1:07:00::,air#n#03,air#n#06,08532563-n,04671829-n,,the region above the ground,,a distinctive but intangible quality surrounding a person or thing,not-merged,air#n#03-air#n#06
n,air%1:27:00::,air.n.01,air.n.08,air%1:27:01::,air#n#01,air#n#09,14645770-n,14647206-n,,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,,once thought to be one of four elements composing the universe (Empedocles),merged,air#n#01-air#n#09
n,air%1:27:00::,air.n.01,air.n.05,air%1:10:02::,air#n#01,air#n#04,14645770-n,06173459-n,,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,,medium for radio and television broadcasting,not-merged,air#n#01-air#n#04
n,air%1:27:00::,air.n.01,air.n.04,air%1:07:00::,air#n#01,air#n#06,14645770-n,04671829-n,,a mixture of gases (especially oxygen) required for breathing; the stuff that the wind consists of,,a distinctive but intangible quality surrounding a person or thing,not-merged,air#n#01-air#n#06
n,air%1:27:01::,air.n.08,air.n.05,air%1:10:02::,air#n#09,air#n#04,14647206-n,06173459-n,,once thought to be one of four elements composing the universe (Empedocles),,medium for radio and television broadcasting,not-merged,air#n#09-air#n#04
n,air%1:27:01::,air.n.08,air.n.04,air%1:07:00::,air#n#09,air#n#06,14647206-n,04671829-n,,once thought to be one of four elements composing the universe (Empedocles),,a distinctive but intangible quality surrounding a person or thing,not-merged,air#n#09-air#n#06
n,air%1:10:02::,air.n.05,air.n.04,air%1:07:00::,air#n#04,air#n#06,06173459-n,04671829-n,,medium for radio and television broadcasting,,a distinctive but intangible quality surrounding a person or thing,not-merged,air#n#04-air#n#06
n,slot%1:10:00::,slot.n.01,slot.n.04,slot%1:26:00::,slot#n#01,slot#n#04,06201634-n,14386514-n,,a position in a grammatical linguistic construction in which a variety of alternative units are interchangeable,,a position in a hierarchy or organization,merged,slot#n#01-slot#n#04
n,slot%1:10:00::,slot.n.01,slot.n.02,slot%1:06:00::,slot#n#01,slot#n#02,06201634-n,04193230-n,,a position in a grammatical linguistic construction in which a variety of alternative units are interchangeable,,a small slit (as for inserting a coin or depositing mail),not-merged,slot#n#01-slot#n#02
n,slot%1:10:00::,slot.n.01,slot.n.05,slot%1:17:00::,slot#n#01,slot#n#05,06201634-n,09302378-n,,a position in a grammatical linguistic construction in which a variety of alternative units are interchangeable,,the trail of an animal (especially a deer),not-merged,slot#n#01-slot#n#05
n,slot%1:10:00::,slot.n.01,slot.n.06,slot%1:06:02::,slot#n#01,slot#n#06,06201634-n,04193587-n,,a position in a grammatical linguistic construction in which a variety of alternative units are interchangeable,,(computer) a socket in a microcomputer that will accept a plug-in circuit board,not-merged,slot#n#01-slot#n#06
n,slot%1:10:00::,slot.n.01,slot.n.07,slot%1:06:01::,slot#n#01,slot#n#07,06201634-n,04193406-n,,a position in a grammatical linguistic construction in which a variety of alternative units are interchangeable,,a slot machine that is used for gambling,not-merged,slot#n#01-slot#n#07
n,slot%1:26:00::,slot.n.04,slot.n.02,slot%1:06:00::,slot#n#04,slot#n#02,14386514-n,04193230-n,,a position in a hierarchy or organization,,a small slit (as for inserting a coin or depositing mail),not-merged,slot#n#04-slot#n#02
n,slot%1:26:00::,slot.n.04,slot.n.05,slot%1:17:00::,slot#n#04,slot#n#05,14386514-n,09302378-n,,a position in a hierarchy or organization,,the trail of an animal (especially a deer),not-merged,slot#n#04-slot#n#05
n,slot%1:26:00::,slot.n.04,slot.n.06,slot%1:06:02::,slot#n#04,slot#n#06,14386514-n,04193587-n,,a position in a hierarchy or organization,,(computer) a socket in a microcomputer that will accept a plug-in circuit board,not-merged,slot#n#04-slot#n#06
n,slot%1:26:00::,slot.n.04,slot.n.07,slot%1:06:01::,slot#n#04,slot#n#07,14386514-n,04193406-n,,a position in a hierarchy or organization,,a slot machine that is used for gambling,not-merged,slot#n#04-slot#n#07
n,slot%1:06:00::,slot.n.02,slot.n.05,slot%1:17:00::,slot#n#02,slot#n#05,04193230-n,09302378-n,,a small slit (as for inserting a coin or depositing mail),,the trail of an animal (especially a deer),not-merged,slot#n#02-slot#n#05
n,slot%1:06:00::,slot.n.02,slot.n.06,slot%1:06:02::,slot#n#02,slot#n#06,04193230-n,04193587-n,,a small slit (as for inserting a coin or depositing mail),,(computer) a socket in a microcomputer that will accept a plug-in circuit board,not-merged,slot#n#02-slot#n#06
n,slot%1:06:00::,slot.n.02,slot.n.07,slot%1:06:01::,slot#n#02,slot#n#07,04193230-n,04193406-n,,a small slit (as for inserting a coin or depositing mail),,a slot machine that is used for gambling,not-merged,slot#n#02-slot#n#07
n,slot%1:17:00::,slot.n.05,slot.n.06,slot%1:06:02::,slot#n#05,slot#n#06,09302378-n,04193587-n,,the trail of an animal (especially a deer),,(computer) a socket in a microcomputer that will accept a plug-in circuit board,not-merged,slot#n#05-slot#n#06
n,slot%1:17:00::,slot.n.05,slot.n.07,slot%1:06:01::,slot#n#05,slot#n#07,09302378-n,04193406-n,,the trail of an animal (especially a deer),,a slot machine that is used for gambling,not-merged,slot#n#05-slot#n#07
n,slot%1:06:02::,slot.n.06,slot.n.07,slot%1:06:01::,slot#n#06,slot#n#07,04193587-n,04193406-n,,(computer) a socket in a microcomputer that will accept a plug-in circuit board,,a slot machine that is used for gambling,not-merged,slot#n#06-slot#n#07
n,mail%1:10:00::,mail.n.02,mail.n.04,mail%1:14:00::,mail#n#02,mail#n#04,06182215-n,08347902-n,,the system whereby messages are transmitted via the post office,,any particular collection of letters or packages that is delivered,merged,mail#n#02-mail#n#04
v,meet%2:41:02::,meet.v.06,meet.v.10,meet%2:33:00::,meet#v#06,meet#v#10,02570095-v,01068774-v,,satisfy or fulfill,,"contend against an opponent in a sport, game, or battle",not-merged,meet#v#06-meet#v#10
v,meet%2:41:02::,meet.v.06,meet.v.01,meet%2:38:01::,meet#v#06,meet#v#01,02570095-v,02004855-v,,satisfy or fulfill,,come together,not-merged,meet#v#06-meet#v#01
v,meet%2:33:00::,meet.v.10,meet.v.01,meet%2:38:01::,meet#v#10,meet#v#01,01068774-v,02004855-v,,"contend against an opponent in a sport, game, or battle",,come together,not-merged,meet#v#10-meet#v#01
n,nation%1:14:02::,nation.n.03,nation.n.02,nation%1:14:01::,nation#n#03,nation#n#02,08189756-n,08054464-n,,a federation of tribes (especially native American tribes),,the people who live in a nation or country,not-merged,nation#n#03-nation#n#02
