,Version,WordPos,SenseNums,Group,GroupSense
1940,2.1,exchange-v,3,1,3
1941,2.1,end-v,1,1,1
1942,2.1,end-v,"2,4",1,2
1943,2.1,end-v,3,1,3
1944,2.1,end-v,1,1,4
1945,2.1,sign-v,"2,3,4",1,1
1946,2.1,sign-v,"5,7",1,2
1947,2.1,sign-v,1,1,3
1948,2.1,sign-v,6,1,4
1949,2.1,sign-v,8,1,5
1950,2.1,sign-v,,1,99
1951,2.1,call-v,"5,12,15,16,21,26",1,1
1952,2.1,call-v,"4,7,8,9,24,28",1,2
1953,2.1,call-v,8,1,3
1954,2.1,call-v,"2,13",1,4
1955,2.1,call-v,"1,3,19,22",1,5
1956,2.1,call-v,"18,27",1,6
1957,2.1,call-v,"6,23",1,7
1958,2.1,call-v,"10,14,17",1,8
1959,2.1,call-v,"20,25",1,9
1960,2.1,call-v,11,1,10
1961,2.1,call-v,,1,11
1962,2.1,courier-n,wn 1,1,1
1965,2.1,create-v,"1,2,5,6",1,1
1966,2.1,create-v,3,1,2
1967,2.1,create-v,4,1,3
1968,2.1,attract-v,"1,3",1,1
1969,2.1,attract-v,2,1,2
1978,2.1,seat-n,5,1,3
1979,2.1,seat-n,2,1,4
1980,2.1,seat-n,6,1,5
1983,2.1,bridge-n,1,1,1
1984,2.1,bridge-n,3,1,2
1985,2.1,bridge-n,4,1,3
1986,2.1,bridge-n,5,1,4
1987,2.1,bridge-n,6,1,5
1988,2.1,bridge-n,7,1,6
1989,2.1,bridge-n,8,1,7
1990,2.1,bridge-n,9,1,8
1991,2.1,bridge-n,2,1,9
1995,2.1,affect-v,"1,2,3",1,1
1996,2.1,affect-v,5,1,2
1997,2.1,affect-v,4,1,3
1998,2.1,attribute-v,1,1,1
1999,2.1,attribute-v,,1,2
2000,2.1,teach-v,"1,2",1,1
2001,2.1,encourage-v,1,1,1
2002,2.1,encourage-v,"2,3",1,2
2003,2.1,mark-n,1,1,1
2004,2.1,mark-n,"2,4,5,6,11,14",1,2
2005,2.1,mark-n,"3,9,15",1,3
2006,2.1,mark-n,10,1,4
2007,2.1,mark-n,7,1,5
2008,2.1,mark-n,13,1,6
2009,2.1,mark-n,12,1,7
2010,2.1,mark-n,8,1,8
2011,2.1,emphasize-v,"1,2",1,1
2012,2.1,push-vpc-v,,1,1
2013,2.1,push-vpc-v,,1,2
2014,2.1,push-vpc-v,,1,3
2015,2.1,push-vpc-v,,1,4
2016,2.1,push-vpc-v,,1,5
2017,2.1,cost-v,"1,2",1,1
2018,2.1,cost-v,,1,2
2024,2.1,float-v,"1,2,3,6",1,1
2025,2.1,float-v,4,1,2
2026,2.1,float-v,5,1,3
2027,2.1,float-v,8,1,4
2028,2.1,float-v,7,1,5
2029,2.1,float-v,9,1,6
2030,2.1,acquire-v,"5,6,7",1,1
2031,2.1,acquire-v,"2,3",1,2
2032,2.1,acquire-v,1,1,3
2033,2.1,acquire-v,4,1,4
2034,2.1,receive-v,"1,2,3,4,8,9,11,12",1,1
2035,2.1,receive-v,"5,6,7,10,13",1,2
2036,2.1,handle-v,4,1,1
2037,2.1,handle-v,"1,2,3",1,2
2038,2.1,handle-v,5,1,3
2039,2.1,handle-v,6,1,4
2040,2.1,transfer-v,"1,3,4,5,7,9",1,1
2041,2.1,transfer-v,"2,8",1,2
2042,2.1,transfer-v,6,1,3
2043,2.1,overcome-v,"1,2",1,1
2044,2.1,overcome-v,"3,4",1,2
2045,2.1,describe-v,"1,2,3",1,1
2046,2.1,describe-v,,1,2
2047,2.1,describe-v,4,1,3
2048,2.1,own-v,1,1,1
2049,2.1,own-v,2,1,2
2050,2.1,resolve-v,"1,2",1,1
2051,2.1,resolve-v,"4,6",1,2
2053,2.1,resolve-v,5,1,4
2054,2.1,resolve-v,7,1,5
2055,2.1,prepare-v,"1,2,3,4,3",1,1
2056,2.1,prepare-v,"5,6,7",1,2
2057,2.1,repay-v,"1,2,4",1,1
2058,2.1,repay-v,3,1,2
2061,2.1,camp-n,"1,3,7",1,1
2062,2.1,camp-n,5,1,2
2063,2.1,camp-n,8,1,3
2064,2.1,camp-n,8,1,4
2065,2.1,camp-n,2,1,5
2066,2.1,camp-n,4,1,6
2067,2.1,camp-n,6,1,7
2068,2.1,provide-v,"1,2,4,5",1,1
2069,2.1,provide-v,"6,7",1,2
2070,2.1,provide-v,3,1,3
2071,2.1,space-n,1,1,1
2074,2.1,space-n,"6,7",1,4
2076,2.1,space-n,5,1,6
2077,2.1,space-n,4,1,7
2078,2.1,space-n,8,1,8
2079,2.1,protocol-n,1,1,1
2080,2.1,protocol-n,"2,3",1,2
2083,2.1,explore-v,"1,3",1,1
2084,2.1,explore-v,2,1,2
2086,2.1,fight-v,"1,2",1,1
2087,2.1,fight-v,3,1,2
2088,2.1,fight-v,4,1,3
2089,2.1,aid-v,"1,2",1,1
2090,2.1,motive-n,1,1,1
2091,2.1,motive-n,2,1,2
2092,2.1,collapse-v,"1,3,4,5",1,1
2093,2.1,collapse-v,"1,2,6,7",1,2
2094,2.1,manager-n,1,1,1
2095,2.1,manager-n,2,1,2
2096,2.1,power-n,"1,3,5,7",1,1
2097,2.1,power-n,"4,6,9",1,2
2098,2.1,power-n,2,1,3
2101,2.1,fill-v,"1,2,3,9",1,1
2102,2.1,fill-v,"4,6",1,2
2103,2.1,fill-v,"5,7,8",1,3
2104,2.1,fill-v,1,1,4
2105,2.1,fill-v,"2,3",1,5
2106,2.1,fill-v,1,1,6
2107,2.1,fill-v,2,1,7
2108,2.1,fill-v,"4,5,6",1,8
2109,2.1,ramp-n,1,1,1
2110,2.1,ramp-n,3,1,2
2111,2.1,ramp-n,2,1,3
2113,2.1,report-v,"1,2,5",1,1
2114,2.1,report-v,"4,6",1,2
2115,2.1,report-v,3,1,3
2116,2.1,report-v,1,1,4
2117,2.1,expire-v,1,1,1
2118,2.1,expire-v,2,1,2
2120,2.1,draft-v,"1,3",1,1
2121,2.1,draft-v,2,1,2
2132,2.1,spark-v,2,1,2
2133,2.1,lag-v,1,1,1
2134,2.1,lag-v,4,1,2
2135,2.1,lag-v,3,1,3
2136,2.1,lag-v,2,1,4
2137,2.1,fare-n,2,1,1
2138,2.1,fare-n,3,1,2
2139,2.1,fare-n,"1,4",1,3
2140,2.1,speak-v,"1,2,3",1,1
2141,2.1,speak-v,4,1,2
2142,2.1,speak-v,5,1,3
2143,2.1,speak-v,,1,4
2144,2.1,speak-v,,1,5
2145,2.1,speak-v,,1,6
2146,2.1,trade-v,"1,3",1,1
2147,2.1,trade-v,5,1,2
2148,2.1,trade-v,"2,4",1,3
2149,2.1,hall-n,1,1,1
2150,2.1,hall-n,2,1,2
2151,2.1,hall-n,"4,12",1,3
2152,2.1,hall-n,13,1,4
2153,2.1,hall-n,11,1,5
2154,2.1,hall-n,"3,5",1,6
2155,2.1,determine-v,"1,8",1,1
2156,2.1,determine-v,"3,4,5,7",1,2
2157,2.1,determine-v,"2,6",1,3
2163,2.1,disguise-n,2,1,1
2164,2.1,disguise-n,1,1,2
2165,2.1,disguise-n,3,1,3
2166,2.1,forecast-v,"1,2",1,1
2167,2.1,forecast-v,3,1,2
2174,2.1,hire-v,"1,2,3",1,1
2175,2.1,hire-v,1,1,2
2176,2.1,print-v,"1,4",1,1
2177,2.1,print-v,2,1,2
2178,2.1,print-v,3,1,3
2179,2.1,print-v,,1,4
2180,2.1,consult-v,"1,2",1,1
2181,2.1,consult-v,3,1,2
2182,2.1,consult-v,4,1,3
2183,2.1,comprehension-n,1,1,1
2184,2.1,comprehension-n,2,1,2
2187,2.1,facade-n,1,1,1
2188,2.1,facade-n,2,1,2
2189,2.1,investigate-v,"1,2",1,1
2202,2.1,venture-n,1,1,1
2203,2.1,venture-n,2,1,2
2204,2.1,venture-n,3,1,3
2206,2.1,stand-v,"1,10,11",1,1
2209,2.1,stand-v,"4,6,8",1,4
2211,2.1,stand-v,,1,6
2212,2.1,stand-v,,1,7
2213,2.1,judge-v,"1,5",1,1
2214,2.1,judge-v,"2,3,4",1,2
2215,2.1,habit-n,1,1,1
2216,2.1,habit-n,2,1,2
2217,2.1,habit-n,3,1,3
2218,2.1,habit-n,4,1,4
2220,2.1,conclude-v,"2,4",1,1
2221,2.1,conclude-v,"3,5",1,2
2222,2.1,conclude-v,1,1,3
2224,2.1,concern-v,1,1,1
2225,2.1,concern-v,2,1,2
2226,2.1,impediment-n,1,1,1
2227,2.1,impediment-n,2,1,2
2228,2.1,mention-v,"1,2,3",1,1
2229,2.1,batch-n,"1,3",1,1
2230,2.1,batch-n,2,1,2
2231,2.1,treat-n,1,1,1
2232,2.1,treat-n,2,1,2
2234,2.1,cross-v,"1,5,6",1,1
2235,2.1,cross-v,"2,7",1,2
2236,2.1,cross-v,3,1,3
2237,2.1,cross-v,4,1,4
2238,2.1,cross-v,8,1,5
2239,2.1,cross-v,1,1,6
2240,2.1,cross-v,1,1,7
2241,2.1,cross-v,,1,8
2242,2.1,stance-n,1,1,1
2243,2.1,stance-n,2,1,2
2244,2.1,approve-v,1,1,1
2245,2.1,approve-v,2,1,2
2246,2.1,analyst-n,"1,2",1,1
2247,2.1,analyst-n,,1,2
2248,2.1,transport-v,"1,2,4,5",1,1
2249,2.1,transport-v,3,1,2
2253,2.1,surge-v,"1,3,5",1,1
2254,2.1,surge-v,2,1,2
2255,2.1,surge-v,4,1,3
2256,2.1,extend-v,"1,2,3,16,17",1,1
2257,2.1,extend-v,"1,2,3,9,10,15",1,2
2258,2.1,extend-v,"4,7",1,3
2259,2.1,extend-v,"12,14",1,4
2260,2.1,outlay-n,2,1,1
2261,2.1,outlay-n,1,1,2
2262,2.1,stick-v,"1,2,4,5,10,12,15,17",1,1
2263,2.1,stick-v,"3,11,13,14",1,2
2264,2.1,stick-v,"6,7,8",1,3
2265,2.1,stick-v,16,1,4
2266,2.1,stick-v,,1,5
2267,2.1,stick-v,,1,6
2268,2.1,squeeze-v,"1,2,4,7,8,9",1,1
2269,2.1,squeeze-v,5,1,2
2270,2.1,squeeze-v,"3,6",1,3
2271,2.1,squeeze-v,1,1,4
2272,2.1,squeeze-v,1,1,5
2273,2.1,accept-v,"2,3,6,9,10,11",1,1
2274,2.1,accept-v,"4,7",1,2
2275,2.1,accept-v,1,1,3
2276,2.1,accept-v,5,1,4
2277,2.1,accept-v,8,1,5
2278,2.1,hostility-n,"1,2,3",1,1
2279,2.1,hostility-n,4,1,2
2284,2.1,assure-v,"2,3,5,6",1,1
2285,2.1,assure-v,1,1,2
2286,2.1,assure-v,4,1,3
2287,2.1,do-v,"1,2,3,5,6,8,9,12",1,1
2288,2.1,do-v,4,1,2
2289,2.1,do-v,7,1,3
2290,2.1,do-v,10,1,4
2291,2.1,do-v,11,1,5
2292,2.1,do-v,13,1,6
2293,2.1,tangle-n,1,1,1
2294,2.1,tangle-n,2,1,2
2300,2.1,remember-v,"1,2,3",1,1
2301,2.1,remember-v,7,1,2
2302,2.1,remember-v,8,1,3
2303,2.1,remember-v,"4,5",1,4
2304,2.1,remember-v,6,1,5
2305,2.1,remember-v,,1,6
2306,2.1,amount-v,2,1,1
2307,2.1,amount-v,"1,3",1,2
2314,2.1,lend-v,1,1,1
2315,2.1,lend-v,2,1,2
2316,2.1,lend-v,3,1,3
2317,2.1,lend-v,,1,4
2318,2.1,interpret-v,"1,2,6",1,1
2319,2.1,interpret-v,"3,4",1,2
2320,2.1,interpret-v,5,1,3
2323,2.1,wish-v,"5,7",1,3
2325,2.1,date-v,"2,5",1,2
2326,2.1,date-v,3,1,3
2327,2.1,director-n,"1,2,3",1,1
2328,2.1,director-n,4,1,2
2329,2.1,blame-v,"1,3",1,1
2330,2.1,blame-v,2,1,2
2331,2.1,sign-vpc-v,1,1,1
2332,2.1,sign-vpc-v,1,1,2
2333,2.1,sign-vpc-v,1,1,3
2334,2.1,sign-vpc-v,"2,3,4",1,4
2335,2.1,require-v,"1,4",1,1
2336,2.1,require-v,"2,3",1,2
2344,2.1,cover-v,"11,15",1,4
2345,2.1,cover-v,17,1,5
2348,2.1,view-v,"1,2",1,1
2349,2.1,view-v,3,1,2
2350,2.1,lobby-n,1,1,1
2351,2.1,lobby-n,"2,3",1,2
2353,2.1,declare-v,"1,2,3,4,5,6,7,8",1,1
2354,2.1,declare-v,,1,2
2355,2.1,repair-v,"1,2,4,5",1,1
2356,2.1,repair-v,3,1,2
2368,2.1,student-n,1,1,1
2369,2.1,student-n,2,1,2
2370,2.1,page-n,1,1,1
2371,2.1,page-n,2,1,2
2372,2.1,page-n,4,1,3
2373,2.1,page-n,5,1,4
2380,2.1,floor-n,"1,4,5",1,1
2381,2.1,floor-n,2,1,2
2382,2.1,floor-n,3,1,3
2383,2.1,floor-n,6,1,4
2384,2.1,floor-n,7,1,5
2385,2.1,floor-n,8,1,6
2386,2.1,floor-n,9,1,7
2387,2.1,yield-v,"1,3,10",1,1
2388,2.1,yield-v,"2,4,5,9,8,11,12,13",1,2
2389,2.1,yield-v,6,1,3
2390,2.1,expand-v,"1,2,3,4,5,7",1,1
2391,2.1,expand-v,5,1,2
2392,2.1,drop-vpc-v,,1,1
2393,2.1,drop-vpc-v,,1,2
2394,2.1,drop-vpc-v,,1,3
2395,2.1,drop-vpc-v,,1,4
2396,2.1,drop-vpc-v,,1,5
2397,2.1,drop-vpc-v,8,1,6
2398,2.1,drop-vpc-v,,1,7
2399,2.1,drop-vpc-v,,1,8
2400,2.1,drop-vpc-v,4,1,9
2401,2.1,drop-vpc-v,,1,10
2402,2.1,undermine-v,"1,2",1,1
2405,2.1,marketing-n,1 2,1,1
2406,2.1,marketing-n,Placeholder Sense,1,2
2407,2.1,marketing-n,3,1,3
2408,2.1,marketing-n,-,1,4
2410,2.1,fix-v,1,1,1
2411,2.1,fix-v,"2,8,10",1,2
2412,2.1,fix-v,"3,6",1,3
2413,2.1,fix-v,"4,7,11",1,4
2414,2.1,fix-v,5,1,5
2415,2.1,fix-v,9,1,6
2416,2.1,imply-v,"2,3,5",1,1
2417,2.1,imply-v,"1,4",1,2
2428,2.1,underlie-v,"1,2",1,1
2429,2.1,underlie-v,,1,2
2430,2.1,supply-n,1,1,1
2431,2.1,supply-n,2,1,2
2432,2.1,supply-n,2,1,3
2433,2.1,experience-v,"1,2,3,4,5",1,1
2434,2.1,move-v,"1,2,3,5,7,13",1,1
2435,2.1,move-v,"6,8,15,16",1,2
2436,2.1,move-v,"9,10,11",1,3
2437,2.1,move-v,4,1,4
2438,2.1,move-v,12,1,5
2439,2.1,move-v,14,1,6
2440,2.1,move-v,,1,7
2441,2.1,train-v,"1,2,4,5,7,8",1,1
2442,2.1,train-v,"3,9",1,2
2443,2.1,train-v,6,1,3
2444,2.1,train-v,10,1,4
2445,2.1,train-v,11,1,5
2446,2.1,love-v,"1,2,3",1,1
2447,2.1,love-v,,1,2
2448,2.1,love-v,4,1,3
2449,2.1,authority-n,1,1,1
2450,2.1,authority-n,4,1,2
2451,2.1,authority-n,2,1,3
2452,2.1,authority-n,3 7,1,4
2453,2.1,authority-n,5,1,5
2454,2.1,authority-n,6,1,6
2455,2.1,society-n,1,1,1
2456,2.1,society-n,2,1,2
2457,2.1,society-n,3,1,3
2458,2.1,society-n,4,1,4
2460,2.1,stress-v,1,1,1
2461,2.1,stress-v,3,1,2
2462,2.1,stress-v,2,1,3
2463,2.1,body-n,1,1,1
2465,2.1,body-n,2,1,3
2466,2.1,body-n,3,1,4
2467,2.1,body-n,"4,7",1,5
2468,2.1,body-n,9,1,6
2469,2.1,body-n,6,1,7
2470,2.1,body-n,5,1,8
2471,2.1,body-n,8,1,9
2472,2.1,top-v,"1,2",1,1
2473,2.1,top-v,"4,6",1,2
2474,2.1,top-v,"3,5",1,3
2475,2.1,top-v,8,1,4
2476,2.1,top-v,"9,10",1,5
2477,2.1,top-v,8,1,6
2478,2.1,top-v,2,1,7
2479,2.1,top-v,1,1,8
2480,2.1,sign-n,"2,4",1,1
2481,2.1,sign-n,"1,6,8",1,2
2482,2.1,sign-n,"3,9",1,3
2483,2.1,sign-n,10,1,4
2484,2.1,sign-n,11,1,5
2485,2.1,sign-n,7,1,6
2486,2.1,sign-n,5,1,7
2487,2.1,lot-n,1,1,1
2488,2.1,lot-n,2,1,2
2489,2.1,lot-n,3,1,3
2490,2.1,lot-n,4,1,4
2491,2.1,lot-n,5,1,5
2492,2.1,lot-n,6,1,6
2494,2.1,sponsor-v,"1,2,3",1,1
2495,2.1,turn-v,"1,4,7,8,9,11,14,18,20,22,23,24,25",1,1
2496,2.1,turn-v,"2,5,12,13,17,26",1,2
2497,2.1,turn-v,"3,10,21",1,3
2498,2.1,turn-v,6,1,4
2499,2.1,turn-v,,1,5
2500,2.1,turn-v,,1,6
2501,2.1,turn-v,,1,7
2502,2.1,turn-v,19,1,8
2503,2.1,turn-v,16,1,9
2504,2.1,turn-v,15,1,10
2505,2.1,turn-v,15,1,11
2506,2.1,turn-v,,1,12
2507,2.1,turn-v,,1,13
2508,2.1,turn-v,,1,14
2509,2.1,turn-v,,1,15
2510,2.1,agree-v,"1,5",1,1
2511,2.1,agree-v,"3,4,5",1,2
2512,2.1,agree-v,2,1,3
2513,2.1,agree-v,6,1,4
2514,2.1,benefit-v,"1,2",1,1
2515,2.1,benefit-v,,1,2
2516,2.1,envoy-n,1,1,1
2517,2.1,envoy-n,2,1,2
2518,2.1,envoy-n,3,1,3
2521,2.1,embrace-v,"1,3",1,1
2522,2.1,embrace-v,2,1,2
2523,2.1,vigor-n,2,1,1
2524,2.1,vigor-n,"1,3",1,2
2531,2.1,deteriorate-v,"1,2",1,1
2532,2.1,warren-n,3,1,1
2533,2.1,warren-n,4,1,2
2534,2.1,warren-n,5,1,3
2535,2.1,throw-v,"1,2,10,13",1,1
2536,2.1,throw-v,"4,5,8,14",1,2
2537,2.1,throw-v,3,1,3
2538,2.1,throw-v,"6,8",1,4
2539,2.1,throw-v,7,1,5
2540,2.1,throw-v,"9,15",1,6
2541,2.1,throw-v,11,1,7
2542,2.1,throw-v,12,1,8
2543,2.1,throw-v,,1,9
2544,2.1,throw-v,2,1,10
2545,2.1,throw-v,1,1,11
2546,2.1,throw-v,1,1,12
2551,2.1,diminution-n,"1,3",1,1
2552,2.1,diminution-n,2,1,2
2556,2.1,spread-v,4,1,1
2557,2.1,spread-v,"1,2,3,5,6,7,8,10",1,2
2558,2.1,spread-v,9,1,3
2559,2.1,play-v,"5,11,12",1,1
2560,2.1,play-v,"1,15,31,32,33,34",1,2
2561,2.1,play-v,"2,17,27",1,3
2562,2.1,play-v,"3,6,7,13,18",1,4
2563,2.1,play-v,"4,8,14,25,26",1,5
2564,2.1,play-v,"10,29,30",1,6
2565,2.1,play-v,"16,19,20,21,23",1,7
2566,2.1,play-v,22,1,8
2567,2.1,play-v,"9,24",1,9
2568,2.1,play-v,28,1,10
2569,2.1,play-v,35,1,11
2570,2.1,play-v,,1,12
2571,2.1,break-v,"2,3,8,18,19,20,36,38,39,41,43,54,57",1,1
2572,2.1,break-v,"4,5,29,33,17,42,50,59",1,2
2573,2.1,break-v,"1,3,10,14,18,21,23,24,25,26,31,47,48,56,58",1,3
2574,2.1,break-v,"6,13,30",1,4
2575,2.1,break-v,"12,22",1,5
2576,2.1,break-v,51,1,6
2577,2.1,break-v,"7,15,16,27,28,35,46,53",1,7
2578,2.1,break-v,"44,45",1,8
2579,2.1,break-v,"52,55",1,9
2580,2.1,break-v,11,1,10
2581,2.1,break-v,32,1,11
2582,2.1,break-v,34,1,12
2583,2.1,break-v,37,1,13
2584,2.1,break-v,40,1,14
2585,2.1,break-v,49,1,15
2586,2.1,break-v,9,1,16
2587,2.1,talk-v,"1,2,3",1,1
2588,2.1,talk-v,"4,5",1,2
2589,2.1,talk-v,6,1,3
2590,2.1,talk-v,,1,4
2591,2.1,talk-v,"1,2",1,5
2592,2.1,talk-v,,1,6
2593,2.1,talk-v,3,1,7
2594,2.1,talk-v,1,1,8
2595,2.1,stand-vpc-v,,1,1
2596,2.1,stand-vpc-v,,1,2
2597,2.1,stand-vpc-v,,1,3
2598,2.1,stand-vpc-v,,1,4
2599,2.1,stand-vpc-v,,1,5
2600,2.1,stand-vpc-v,,1,6
2601,2.1,stand-vpc-v,,1,7
2602,2.1,stand-vpc-v,"1,10,11",1,8
2603,2.1,stand-vpc-v,"4,6,8",1,9
2604,2.1,stand-vpc-v,,1,10
2605,2.1,stand-vpc-v,,1,11
2606,2.1,stand-vpc-v,,1,12
2607,2.1,stand-vpc-v,,1,13
2608,2.1,stand-vpc-v,,1,14
2609,2.1,stand-vpc-v,,1,15
2610,2.1,scale-n,1,1,1
2611,2.1,scale-n,"2,3",1,2
2612,2.1,scale-n,Placeholder,1,3
2613,2.1,scale-n,4 8,1,4
2614,2.1,scale-n,5 6 9 10,1,5
2615,2.1,scale-n,7,1,6
2617,2.1,resume-v,1,1,1
2618,2.1,resume-v,"2,3",1,2
2619,2.1,resume-v,4,1,3
2620,2.1,surface-v,"1,3",1,1
2621,2.1,surface-v,2,1,2
2622,2.1,surface-v,1,1,3
2623,2.1,announce-v,"1,2",1,1
2624,2.1,announce-v,3,1,2
2625,2.1,announce-v,4,1,3
2626,2.1,contact-n,2 3 4,1,1
2627,2.1,contact-n,5,1,2
2628,2.1,contact-n,1 6 8,1,3
2629,2.1,contact-n,Placeholder Sense,1,4
2630,2.1,contact-n,9,1,5
2631,2.1,contact-n,7,1,6
2632,2.1,navigator-n,"1,2",1,1
2633,2.1,navigator-n,3,1,2
2635,2.1,generation-n,5 6 7,1,1
2636,2.1,generation-n,4,1,2
2637,2.1,generation-n,3,1,3
2638,2.1,generation-n,1 2,1,4
2641,2.1,keep-v,"1,2,8,12,14,22",1,1
2642,2.1,keep-v,"3,10,17",1,2
2643,2.1,keep-v,"9,16,18,19,20,21",1,3
2646,2.1,keep-v,"7,11,15",1,6
2647,2.1,keep-v,6,1,7
2648,2.1,keep-v,1,1,8
2649,2.1,orient-v,"1,3",1,1
2650,2.1,orient-v,2,1,2
2651,2.1,survey-v,"1,2,3",1,1
2652,2.1,survey-v,4,1,2
2653,2.1,survey-v,5,1,3
2654,2.1,survey-v,6,1,4
2655,2.1,fend-v,1,1,1
2657,2.1,face-v,"1,6",1,1
2658,2.1,face-v,"3,4,5,7",1,2
2659,2.1,face-v,"8,9",1,3
2660,2.1,face-v,2,1,4
2661,2.1,heat-n,"1,2",1,1
2662,2.1,heat-n,3,1,2
2663,2.1,heat-n,4,1,3
2664,2.1,heat-n,5,1,4
2665,2.1,heat-n,6,1,5
2666,2.1,heat-n,7,1,6
2669,2.1,tube-n,1,1,1
2670,2.1,tube-n,2,1,2
2671,2.1,tube-n,3,1,3
2672,2.1,tube-n,4,1,4
2673,2.1,tube-n,5,1,5
2674,2.1,reflect-v,1,1,1
2675,2.1,reflect-v,"5,6",1,2
2676,2.1,reflect-v,3,1,3
2677,2.1,reflect-v,"2,4",1,4
2678,2.1,pursue-v,"1,3,4",1,1
2679,2.1,pursue-v,2,1,2
2680,2.1,defend-v,"2,3,4",1,1
2681,2.1,defend-v,"1,5,6,7",1,2
2682,2.1,defend-v,,1,3
2683,2.1,fight-n,1,1,1
2684,2.1,fight-n,4,1,2
2685,2.1,fight-n,2,1,3
2686,2.1,fight-n,3,1,4
2687,2.1,fight-n,5,1,5
2695,2.1,feel-v,"1,3,4,5,6,7,12",1,1
2696,2.1,feel-v,"8,9,10,11,13",1,2
2697,2.1,feel-v,2,1,3
2698,2.1,spend-v,1,1,1
2699,2.1,spend-v,"2,3",1,2
2700,2.1,spend-v,,1,3
2701,2.1,spend-v,,1,4
2702,2.1,spend-v,1,1,5
2705,2.1,enable-v,1,1,1
2709,2.1,fear-v,2,1,1
2710,2.1,fear-v,"1,2,4",1,2
2711,2.1,fear-v,5,1,3
2712,2.1,fear-v,3,1,4
2713,2.1,climb-v,"1,3,5,6",1,1
2715,2.1,climb-v,2,1,3
2719,2.1,please-v,"1,3",1,1
2720,2.1,please-v,2,1,2
2721,2.1,star-n,"1,3",1,1
2722,2.1,star-n,2,1,2
2723,2.1,star-n,4,1,3
2724,2.1,star-n,"5,6",1,4
2725,2.1,star-n,7,1,5
2726,2.1,star-n,8,1,6
2731,2.1,comply-v,1,1,1
2732,2.1,control-v,"1,2,3,4,8",1,1
2733,2.1,control-v,"5,6,7",1,2
2734,2.1,collapse-n,2,1,1
2735,2.1,collapse-n,4,1,2
2736,2.1,collapse-n,1,1,3
2740,2.1,bet-v,2,1,1
2741,2.1,bet-v,"1,3",1,2
2742,2.1,obtain-v,"1,2",1,1
2743,2.1,obtain-v,3,1,2
2746,2.1,thickness-n,1,1,1
2747,2.1,thickness-n,2,1,2
2748,2.1,thickness-n,3,1,3
2749,2.1,thickness-n,4,1,4
2751,2.1,investigation-n,1,1,1
2752,2.1,investigation-n,2,1,2
2753,2.1,earnings-n,1,1,1
2754,2.1,earnings-n,2,1,2
2755,2.1,review-v,"1,3,4",1,1
2756,2.1,review-v,2,1,2
2757,2.1,review-v,5,1,3
2758,2.1,guarantee-v,"1,3,4",1,1
2759,2.1,guarantee-v,2,1,2
2760,2.1,rely-v,1,1,1
2761,2.1,participate-v,"1,2",1,1
2762,2.1,trend-n,3 4,1,1
2763,2.1,trend-n,1,1,2
2764,2.1,trend-n,2,1,3
2765,2.1,capture-v,1,1,1
2766,2.1,capture-v,2,1,2
2767,2.1,capture-v,"3,5,6",1,3
2768,2.1,capture-v,,1,4
2769,2.1,capture-v,4,1,5
2770,2.1,shop-n,1,1,1
2771,2.1,shop-n,2,1,2
2772,2.1,shop-n,3,1,3
2774,2.1,grow-v,"1,8",1,1
2775,2.1,grow-v,"3,4,7,10",1,2
2776,2.1,grow-v,"5,9",1,3
2777,2.1,grow-v,2,1,4
2778,2.1,grow-v,6,1,5
2779,2.1,grow-v,10,1,6
2780,2.1,perform-v,"1,2,4,outperform.1,underperform.1",1,1
2781,2.1,perform-v,"3,underperform.2",1,2
2782,2.1,track-v,"1,5",1,1
2783,2.1,track-v,"2,3",1,2
2784,2.1,track-v,4,1,3
2785,2.1,track-v,1,1,4
2786,2.1,erode-v,2,1,1
2787,2.1,erode-v,1,1,2
2802,2.1,food-n,1,1,1
2803,2.1,food-n,2,1,2
2804,2.1,food-n,3,1,3
2805,2.1,tap-v,"2,4,5,6,10,11,12",1,1
2806,2.1,tap-v,"3,7",1,2
2807,2.1,tap-v,"8,9",1,3
2808,2.1,tap-v,,1,4
2809,2.1,tap-v,1,1,5
2810,2.1,good-n,1,1,1
2811,2.1,good-n,2,1,2
2812,2.1,good-n,4,1,3
2817,2.1,rim-n,"1,2,5",1,1
2818,2.1,rim-n,3,1,2
2819,2.1,rim-n,4,1,3
2822,2.1,violate-v,"1,2",1,1
2823,2.1,violate-v,"3,4,6",1,2
2824,2.1,violate-v,5,1,3
2825,2.1,continue-v,"1,6,7",1,1
2826,2.1,continue-v,"3,5",1,2
2827,2.1,continue-v,"8,9,10",1,3
2828,2.1,continue-v,2,1,4
2829,2.1,continue-v,4,1,5
2830,2.1,viewpoint-n,1,1,1
2831,2.1,viewpoint-n,2,1,2
2832,2.1,device-n,1,1,1
2833,2.1,device-n,2,1,2
2834,2.1,device-n,3,1,3
2835,2.1,device-n,"4,5",1,4
2837,2.1,carry-v,"1,3,8,9,16,19,28,29,32",1,1
2838,2.1,carry-v,"2,4,7,10,12,14,15,18,21,22,25,26",1,2
2839,2.1,carry-v,"5,20,22,24,31,33,34",1,3
2840,2.1,carry-v,"11,23,27,37,38",1,4
2841,2.1,carry-v,"6,13",1,5
2842,2.1,carry-v,1,1,6
2843,2.1,carry-v,40,1,7
2844,2.1,carry-v,"1,2,3",1,8
2845,2.1,carry-v,40,1,9
2846,2.1,carry-v,3,1,10
2847,2.1,carry-v,2,1,11
