Unnamed: 0,Pos,Sense1,Sense2,Merge,Sense1_keys,Sense2_keys,wn_oed_feature
1403,v,carry#v#20,carry#v#39,not-merged,carry%2:42:14::;,carry%2:42:14::;,1.0
1404,v,carry#v#05,carry#v#24,merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1405,v,carry#v#05,carry#v#09,not-merged,carry%2:35:09::;,carry%2:35:09::;carry%2:35:09::;,1.0
1406,v,carry#v#05,carry#v#08,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1407,v,carry#v#05,carry#v#18,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1408,v,carry#v#05,carry#v#10,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1409,v,carry#v#05,carry#v#26,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1410,v,carry#v#05,carry#v#23,not-merged,carry%2:35:09::;,carry%2:35:09::;carry%2:35:09::;carry%2:35:09::;,1.0
1411,v,carry#v#05,carry#v#11,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1412,v,carry#v#05,carry#v#37,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1413,v,carry#v#05,carry#v#27,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1414,v,carry#v#05,carry#v#38,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1415,v,carry#v#05,carry#v#12,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1416,v,carry#v#05,carry#v#15,not-merged,carry%2:35:09::;,carry%2:35:09::;carry%2:35:09::;,1.0
1417,v,carry#v#05,carry#v#35,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1418,v,carry#v#05,carry#v#19,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1419,v,carry#v#05,carry#v#36,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1420,v,carry#v#05,carry#v#29,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1421,v,carry#v#05,carry#v#34,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1422,v,carry#v#05,carry#v#31,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1423,v,carry#v#05,carry#v#25,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1424,v,carry#v#05,carry#v#30,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1425,v,carry#v#05,carry#v#33,not-merged,carry%2:35:09::;,carry%2:35:09::;carry%2:35:09::;,1.0
1426,v,carry#v#05,carry#v#39,not-merged,carry%2:35:09::;,carry%2:35:09::;,1.0
1427,v,carry#v#24,carry#v#09,not-merged,carry%2:41:06::;,carry%2:41:06::;carry%2:41:06::;,1.0
1428,v,carry#v#24,carry#v#08,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1429,v,carry#v#24,carry#v#18,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1430,v,carry#v#24,carry#v#10,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1431,v,carry#v#24,carry#v#26,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1432,v,carry#v#24,carry#v#23,not-merged,carry%2:41:06::;,carry%2:41:06::;carry%2:41:06::;carry%2:41:06::;,1.0
1433,v,carry#v#24,carry#v#11,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1434,v,carry#v#24,carry#v#37,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1435,v,carry#v#24,carry#v#27,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1436,v,carry#v#24,carry#v#38,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1437,v,carry#v#24,carry#v#12,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1438,v,carry#v#24,carry#v#15,not-merged,carry%2:41:06::;,carry%2:41:06::;carry%2:41:06::;,1.0
1439,v,carry#v#24,carry#v#35,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1440,v,carry#v#24,carry#v#19,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1441,v,carry#v#24,carry#v#36,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1442,v,carry#v#24,carry#v#29,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1443,v,carry#v#24,carry#v#34,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1444,v,carry#v#24,carry#v#31,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1445,v,carry#v#24,carry#v#25,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1446,v,carry#v#24,carry#v#30,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1447,v,carry#v#24,carry#v#33,not-merged,carry%2:41:06::;,carry%2:41:06::;carry%2:41:06::;,1.0
1448,v,carry#v#24,carry#v#39,not-merged,carry%2:41:06::;,carry%2:41:06::;,1.0
1449,v,carry#v#09,carry#v#08,merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1450,v,carry#v#09,carry#v#18,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1451,v,carry#v#09,carry#v#10,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1452,v,carry#v#09,carry#v#26,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1453,v,carry#v#09,carry#v#23,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;extend%2:30:06::;extend%2:30:06::;,1.0
1454,v,carry#v#09,carry#v#11,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1455,v,carry#v#09,carry#v#37,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1456,v,carry#v#09,carry#v#27,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1457,v,carry#v#09,carry#v#38,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1458,v,carry#v#09,carry#v#12,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1459,v,carry#v#09,carry#v#15,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;extend%2:30:06::;,1.0
1460,v,carry#v#09,carry#v#35,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1461,v,carry#v#09,carry#v#19,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1462,v,carry#v#09,carry#v#36,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1463,v,carry#v#09,carry#v#29,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1464,v,carry#v#09,carry#v#34,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1465,v,carry#v#09,carry#v#31,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1466,v,carry#v#09,carry#v#25,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1467,v,carry#v#09,carry#v#30,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1468,v,carry#v#09,carry#v#33,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;extend%2:30:06::;,1.0
1469,v,carry#v#09,carry#v#39,not-merged,carry%2:30:05::;extend%2:30:06::;,extend%2:30:06::;,1.0
1470,v,carry#v#08,carry#v#18,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1471,v,carry#v#08,carry#v#10,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1472,v,carry#v#08,carry#v#26,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1473,v,carry#v#08,carry#v#23,not-merged,carry%2:41:00::;,carry%2:41:00::;carry%2:41:00::;carry%2:41:00::;,1.0
1474,v,carry#v#08,carry#v#11,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1475,v,carry#v#08,carry#v#37,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1476,v,carry#v#08,carry#v#27,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1477,v,carry#v#08,carry#v#38,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1478,v,carry#v#08,carry#v#12,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1479,v,carry#v#08,carry#v#15,not-merged,carry%2:41:00::;,carry%2:41:00::;carry%2:41:00::;,1.0
1480,v,carry#v#08,carry#v#35,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1481,v,carry#v#08,carry#v#19,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1482,v,carry#v#08,carry#v#36,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1483,v,carry#v#08,carry#v#29,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1484,v,carry#v#08,carry#v#34,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1485,v,carry#v#08,carry#v#31,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1486,v,carry#v#08,carry#v#25,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1487,v,carry#v#08,carry#v#30,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1488,v,carry#v#08,carry#v#33,not-merged,carry%2:41:00::;,carry%2:41:00::;carry%2:41:00::;,1.0
1489,v,carry#v#08,carry#v#39,not-merged,carry%2:41:00::;,carry%2:41:00::;,1.0
1490,v,carry#v#18,carry#v#10,merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1491,v,carry#v#18,carry#v#26,merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1492,v,carry#v#18,carry#v#23,not-merged,carry%2:42:13::;,carry%2:42:13::;carry%2:42:13::;carry%2:42:13::;,1.0
1493,v,carry#v#18,carry#v#11,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1494,v,carry#v#18,carry#v#37,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1495,v,carry#v#18,carry#v#27,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1496,v,carry#v#18,carry#v#38,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1497,v,carry#v#18,carry#v#12,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1498,v,carry#v#18,carry#v#15,not-merged,carry%2:42:13::;,carry%2:42:13::;carry%2:42:13::;,1.0
1499,v,carry#v#18,carry#v#35,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1500,v,carry#v#18,carry#v#19,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1501,v,carry#v#18,carry#v#36,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1502,v,carry#v#18,carry#v#29,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1503,v,carry#v#18,carry#v#34,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1504,v,carry#v#18,carry#v#31,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1505,v,carry#v#18,carry#v#25,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1506,v,carry#v#18,carry#v#30,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1507,v,carry#v#18,carry#v#33,not-merged,carry%2:42:13::;,carry%2:42:13::;carry%2:42:13::;,1.0
1508,v,carry#v#18,carry#v#39,not-merged,carry%2:42:13::;,carry%2:42:13::;,1.0
1509,v,carry#v#10,carry#v#26,merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1510,v,carry#v#10,carry#v#23,not-merged,carry%2:42:02::;,carry%2:42:02::;carry%2:42:02::;carry%2:42:02::;,1.0
1511,v,carry#v#10,carry#v#11,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1512,v,carry#v#10,carry#v#37,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1513,v,carry#v#10,carry#v#27,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1514,v,carry#v#10,carry#v#38,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1515,v,carry#v#10,carry#v#12,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1516,v,carry#v#10,carry#v#15,not-merged,carry%2:42:02::;,carry%2:42:02::;carry%2:42:02::;,1.0
1517,v,carry#v#10,carry#v#35,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1518,v,carry#v#10,carry#v#19,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1519,v,carry#v#10,carry#v#36,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1520,v,carry#v#10,carry#v#29,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1521,v,carry#v#10,carry#v#34,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1522,v,carry#v#10,carry#v#31,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1523,v,carry#v#10,carry#v#25,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1524,v,carry#v#10,carry#v#30,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1525,v,carry#v#10,carry#v#33,not-merged,carry%2:42:02::;,carry%2:42:02::;carry%2:42:02::;,1.0
1526,v,carry#v#10,carry#v#39,not-merged,carry%2:42:02::;,carry%2:42:02::;,1.0
1527,v,carry#v#26,carry#v#23,not-merged,carry%2:40:10::;,carry%2:40:10::;carry%2:40:10::;carry%2:40:10::;,1.0
1528,v,carry#v#26,carry#v#11,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1529,v,carry#v#26,carry#v#37,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1530,v,carry#v#26,carry#v#27,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1531,v,carry#v#26,carry#v#38,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1532,v,carry#v#26,carry#v#12,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1533,v,carry#v#26,carry#v#15,not-merged,carry%2:40:10::;,carry%2:40:10::;carry%2:40:10::;,1.0
1534,v,carry#v#26,carry#v#35,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1535,v,carry#v#26,carry#v#19,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1536,v,carry#v#26,carry#v#36,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1537,v,carry#v#26,carry#v#29,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1538,v,carry#v#26,carry#v#34,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1539,v,carry#v#26,carry#v#31,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1540,v,carry#v#26,carry#v#25,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1541,v,carry#v#26,carry#v#30,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1542,v,carry#v#26,carry#v#33,not-merged,carry%2:40:10::;,carry%2:40:10::;carry%2:40:10::;,1.0
1543,v,carry#v#26,carry#v#39,not-merged,carry%2:40:10::;,carry%2:40:10::;,1.0
1544,v,carry#v#23,carry#v#11,merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1545,v,carry#v#23,carry#v#37,merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1546,v,carry#v#23,carry#v#27,merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1547,v,carry#v#23,carry#v#38,merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1548,v,carry#v#23,carry#v#12,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1549,v,carry#v#23,carry#v#15,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;sway%2:41:00::;,1.0
1550,v,carry#v#23,carry#v#35,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1551,v,carry#v#23,carry#v#19,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1552,v,carry#v#23,carry#v#36,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1553,v,carry#v#23,carry#v#29,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1554,v,carry#v#23,carry#v#34,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1555,v,carry#v#23,carry#v#31,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1556,v,carry#v#23,carry#v#25,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1557,v,carry#v#23,carry#v#30,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1558,v,carry#v#23,carry#v#33,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;sway%2:41:00::;,1.0
1559,v,carry#v#23,carry#v#39,not-merged,carry%2:41:02::;persuade%2:41:00::;sway%2:41:00::;,sway%2:41:00::;,1.0
1560,v,carry#v#11,carry#v#37,merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1561,v,carry#v#11,carry#v#27,merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1562,v,carry#v#11,carry#v#38,merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1563,v,carry#v#11,carry#v#12,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1564,v,carry#v#11,carry#v#15,not-merged,carry%2:33:01::;,carry%2:33:01::;carry%2:33:01::;,0.0
1565,v,carry#v#11,carry#v#35,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1566,v,carry#v#11,carry#v#19,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1567,v,carry#v#11,carry#v#36,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1568,v,carry#v#11,carry#v#29,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1569,v,carry#v#11,carry#v#34,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1570,v,carry#v#11,carry#v#31,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1571,v,carry#v#11,carry#v#25,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1572,v,carry#v#11,carry#v#30,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1573,v,carry#v#11,carry#v#33,not-merged,carry%2:33:01::;,carry%2:33:01::;carry%2:33:01::;,0.0
1574,v,carry#v#11,carry#v#39,not-merged,carry%2:33:01::;,carry%2:33:01::;,0.0
1575,v,carry#v#37,carry#v#27,merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1576,v,carry#v#37,carry#v#38,merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1577,v,carry#v#37,carry#v#12,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1578,v,carry#v#37,carry#v#15,not-merged,carry%2:33:02::;,carry%2:33:02::;carry%2:33:02::;,1.0
1579,v,carry#v#37,carry#v#35,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1580,v,carry#v#37,carry#v#19,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1581,v,carry#v#37,carry#v#36,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1582,v,carry#v#37,carry#v#29,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1583,v,carry#v#37,carry#v#34,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1584,v,carry#v#37,carry#v#31,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1585,v,carry#v#37,carry#v#25,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1586,v,carry#v#37,carry#v#30,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1587,v,carry#v#37,carry#v#33,not-merged,carry%2:33:02::;,carry%2:33:02::;carry%2:33:02::;,1.0
1588,v,carry#v#37,carry#v#39,not-merged,carry%2:33:02::;,carry%2:33:02::;,1.0
1589,v,carry#v#27,carry#v#38,merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1590,v,carry#v#27,carry#v#12,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1591,v,carry#v#27,carry#v#15,not-merged,carry%2:40:04::;,carry%2:40:04::;carry%2:40:04::;,1.0
1592,v,carry#v#27,carry#v#35,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1593,v,carry#v#27,carry#v#19,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1594,v,carry#v#27,carry#v#36,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1595,v,carry#v#27,carry#v#29,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1596,v,carry#v#27,carry#v#34,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1597,v,carry#v#27,carry#v#31,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1598,v,carry#v#27,carry#v#25,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1599,v,carry#v#27,carry#v#30,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1600,v,carry#v#27,carry#v#33,not-merged,carry%2:40:04::;,carry%2:40:04::;carry%2:40:04::;,1.0
1601,v,carry#v#27,carry#v#39,not-merged,carry%2:40:04::;,carry%2:40:04::;,1.0
1602,v,carry#v#38,carry#v#12,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1603,v,carry#v#38,carry#v#15,not-merged,carry%2:33:12::;,carry%2:33:12::;carry%2:33:12::;,1.0
1604,v,carry#v#38,carry#v#35,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1605,v,carry#v#38,carry#v#19,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1606,v,carry#v#38,carry#v#36,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1607,v,carry#v#38,carry#v#29,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1608,v,carry#v#38,carry#v#34,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1609,v,carry#v#38,carry#v#31,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1610,v,carry#v#38,carry#v#25,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1611,v,carry#v#38,carry#v#30,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1612,v,carry#v#38,carry#v#33,not-merged,carry%2:33:12::;,carry%2:33:12::;carry%2:33:12::;,1.0
1613,v,carry#v#38,carry#v#39,not-merged,carry%2:33:12::;,carry%2:33:12::;,1.0
1614,v,carry#v#12,carry#v#15,merged,carry%2:31:12::;,carry%2:31:12::;carry%2:31:12::;,1.0
1615,v,carry#v#12,carry#v#35,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1616,v,carry#v#12,carry#v#19,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1617,v,carry#v#12,carry#v#36,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1618,v,carry#v#12,carry#v#29,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1619,v,carry#v#12,carry#v#34,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1620,v,carry#v#12,carry#v#31,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1621,v,carry#v#12,carry#v#25,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1622,v,carry#v#12,carry#v#30,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1623,v,carry#v#12,carry#v#33,not-merged,carry%2:31:12::;,carry%2:31:12::;carry%2:31:12::;,1.0
1624,v,carry#v#12,carry#v#39,not-merged,carry%2:31:12::;,carry%2:31:12::;,1.0
1625,v,carry#v#15,carry#v#35,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1626,v,carry#v#15,carry#v#19,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1627,v,carry#v#15,carry#v#36,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1628,v,carry#v#15,carry#v#29,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1629,v,carry#v#15,carry#v#34,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1630,v,carry#v#15,carry#v#31,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1631,v,carry#v#15,carry#v#25,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1632,v,carry#v#15,carry#v#30,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1633,v,carry#v#15,carry#v#33,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;run%2:36:02::;,1.0
1634,v,carry#v#15,carry#v#39,not-merged,carry%2:36:00::;run%2:36:02::;,run%2:36:02::;,1.0
1635,v,carry#v#35,carry#v#19,merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1636,v,carry#v#35,carry#v#36,merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1637,v,carry#v#35,carry#v#29,not-merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1638,v,carry#v#35,carry#v#34,not-merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1639,v,carry#v#35,carry#v#31,not-merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1640,v,carry#v#35,carry#v#25,not-merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1641,v,carry#v#35,carry#v#30,not-merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1642,v,carry#v#35,carry#v#33,not-merged,carry%2:33:04::;,carry%2:33:04::;carry%2:33:04::;,1.0
1643,v,carry#v#35,carry#v#39,not-merged,carry%2:33:04::;,carry%2:33:04::;,1.0
1644,v,carry#v#19,carry#v#36,merged,carry%2:42:15::;,carry%2:42:15::;,1.0
1645,v,carry#v#19,carry#v#29,not-merged,carry%2:42:15::;,carry%2:42:15::;,1.0
1646,v,carry#v#19,carry#v#34,not-merged,carry%2:42:15::;,carry%2:42:15::;,1.0
1647,v,carry#v#19,carry#v#31,not-merged,carry%2:42:15::;,carry%2:42:15::;,1.0
1648,v,carry#v#19,carry#v#25,not-merged,carry%2:42:15::;,carry%2:42:15::;,1.0
1649,v,carry#v#19,carry#v#30,not-merged,carry%2:42:15::;,carry%2:42:15::;,1.0
1650,v,carry#v#19,carry#v#33,not-merged,carry%2:42:15::;,carry%2:42:15::;carry%2:42:15::;,1.0
1651,v,carry#v#19,carry#v#39,not-merged,carry%2:42:15::;,carry%2:42:15::;,1.0
1652,v,carry#v#36,carry#v#29,not-merged,carry%2:33:03::;,carry%2:33:03::;,1.0
1653,v,carry#v#36,carry#v#34,not-merged,carry%2:33:03::;,carry%2:33:03::;,1.0
1654,v,carry#v#36,carry#v#31,not-merged,carry%2:33:03::;,carry%2:33:03::;,1.0
1655,v,carry#v#36,carry#v#25,not-merged,carry%2:33:03::;,carry%2:33:03::;,1.0
1656,v,carry#v#36,carry#v#30,not-merged,carry%2:33:03::;,carry%2:33:03::;,1.0
1657,v,carry#v#36,carry#v#33,not-merged,carry%2:33:03::;,carry%2:33:03::;carry%2:33:03::;,1.0
1658,v,carry#v#36,carry#v#39,not-merged,carry%2:33:03::;,carry%2:33:03::;,1.0
1659,v,carry#v#29,carry#v#34,not-merged,carry%2:38:10::;,carry%2:38:10::;,1.0
1660,v,carry#v#29,carry#v#31,not-merged,carry%2:38:10::;,carry%2:38:10::;,1.0
